country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EL	Greece	attica_region	Attica (region)	6427	1186	58551004	20972704	249858	24002
EL	Greece	central_macedonia	Central Macedonia	5322	1009	15270754	5189490	68200	3750
EL	Greece	eastern_macedonia_and_thrace	Eastern Macedonia and Thrace	4300	813	5596759	1748104	22851	798
EL	Greece	crete	Crete	4446	852	4869872	1653229	19009	941
EL	Greece	southern_aegean	Southern Aegean	4294	831	4868761	1424074	16242	943
EL	Greece	western_greece	Western Greece	4484	845	4158112	1284538	23983	436
EL	Greece	thessaly	Thessaly	4477	857	3291562	1104574	16023	563
EL	Greece	epirus_region	Epirus (region)	4210	808	2835374	737371	13480	382
EL	Greece	peloponnese_region	Peloponnese (region)	4308	825	2484650	662456	15524	211
EL	Greece	central_greece_region	Central Greece (region)	4658	861	1227083	360959	8821	202
EL	Greece	western_macedonia	Western Macedonia	3859	728	631221	202634	3305	167
EL	Greece	northern_aegean	Northern Aegean	3921	753	440150	131810	2680	49
EL	Greece	ionian_islands_region	Ionian Islands (region)	4051	797	295581	76621	1219	24
