spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	BG	Bulgaria	51	21	552393	181149	3819	0
50_100	50 - 100	BG	Bulgaria	50	21	2145	629	26	0
100_1k	100 - 1k	BG	Bulgaria	5	4	150751	75372	625	125
