advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	m55_64	male (55-64)	HR	Croatia	9	1	22255	4840	95	0
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	m55_64	male (55-64)	HR	Croatia	9	1	20838	9686	140	15
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	m55_64	male (55-64)	HR	Croatia	3	1	15928	3570	41	0
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	m55_64	male (55-64)	HR	Croatia	7	1	12022	2904	51	5
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	m55_64	male (55-64)	HR	Croatia	3	1	8160	1739	18	0
Ruža Tomašić	Tomasic Ruza	1434305366791182	Facebook	m55_64	male (55-64)	HR	Croatia	2	1	7816	1563	26	0
HKS - Hrvatska konzervativna stranka	HKS - Hrvatska konzervativna stranka	789855157727222	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	6654	1330	13	0
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	m55_64	male (55-64)	HR	Croatia	3	1	6442	1288	14	0
Dubravka Suica	HDZ - Hrvatska demokratska zajednica	195096520662445	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	5202	1040	10	0
Željana Zovko	HDZ - Hrvatska demokratska zajednica	1203134436474667	Facebook	m55_64	male (55-64)	HR	Croatia	15	1	3402	580	107	0
European Parliament	European Parliament	178362315106	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	3314	662	6	0
Hrvatskadanas	Hrvatskadanas	140693889702485	Facebook	m55_64	male (55-64)	HR	Croatia	4	1	2765	522	67	0
Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	2066	413	4	0
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	m55_64	male (55-64)	HR	Croatia	5	1	1915	531	33	0
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	m55_64	male (55-64)	HR	Croatia	2	1	1422	529	20	0
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	1376	688	13	0
Marijana Petir	Marijana Petir	1418903245032313	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	1188	594	11	0
Krešo Beljak	Vlahovic Mario	52929105855	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	915	183	18	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	m55_64	male (55-64)	HR	Croatia	4	1	845	349	1	0
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	809	404	8	0
Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	720	360	7	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	635	317	1	0
Tomislav Stojak	Hrvatska narodna stranka - liberalni demokrati (HNS)	442201595870855	Facebook	m55_64	male (55-64)	HR	Croatia	2	1	390	78	7	0
Ivana Nikolić Popović	Hrvatska narodna stranka - liberalni demokrati (HNS)	160505204050427	Facebook	m55_64	male (55-64)	HR	Croatia	2	1	311	136	3	0
Danijel Marušić	HDZ - Hrvatska demokratska zajednica	215152641879933	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	287	57	5	0
Zoran Bahtijarević	Vlahovic Mario	2195720960680577	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	250	50	4	0
Hrvatske vijesti		286736758747850	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	163	0	14	0
SNAGA - Stranka narodnog i građanskog aktivizma	SNAGA - stranka narodnog i građanskog aktivizma	309273389409125	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	150	0	14	0
European Commission	European Commission	107898832590939	Facebook	m55_64	male (55-64)	HR	Croatia	2	1	142	71	0	0
Sanja Radolović	Radolovic Sanja	508755779649081	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	130	0	12	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	m55_64	male (55-64)	HR	Croatia	2	1	118	31	0	0
Kulturpunkt.hr		89410579392	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	11	0	1	0
Isabella De Monte	Walter Godina - Mandatario Elettorale di Isabella De Monte	152661171597544	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	0	0	0	0
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	m55_64	male (55-64)	HR	Croatia	2	1	0	0	0	0
Franc Bogovič	Slovenska ljudska stranka (SLS)	288826994603012	Facebook	m55_64	male (55-64)	HR	Croatia	1	1	0	0	0	0
