day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d121	2019-05-01	Future Innovation SRL		AR474748779908562944	Google	27	1	19782084	1978090	67178	1167
d121	2019-05-01	AMERISOFT SRL		AR573801583431647232	Google	37	1	11926666	1191666	758	49
d121	2019-05-01	European Parliament		178362315106	Facebook	122	1	7062898	3263159	36211	11704
d121	2019-05-01	Freiheitliche Partei Österreich		AR333020356698701824	Google	38	1	5596700	558636	41185	4847
d121	2019-05-01	Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	72	1	4300713	426078	44092	802
d121	2019-05-01	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	325	1	4226522	393717	4893	207
d121	2019-05-01	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	67	1	4053771	402712	13543	346
d121	2019-05-01	KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1322	1	3435535	86333	13877	65
d121	2019-05-01	KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	67	1	3319611	316111	1873	68
d121	2019-05-01	Alternativet		AR198061076825243648	Google	4	1	2270000	227000	6225	122
d121	2019-05-01	The Brexit Party	The Brexit Party	230416667843105	Facebook	24	1	1654812	793543	34914	8146
d121	2019-05-01	mmb media agentur d.o.o.		AR524572049809604608	Google	536	1	1238333	20000	5291	0
d121	2019-05-01	Liberal Alliance		AR183859784640888832	Google	86	1	1181214	111250	23543	606
d121	2019-05-01	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	13	1	1111020	530263	2847	785
d121	2019-05-01	Conservatives	The Conservative Party	8807334278	Facebook	121	1	1107663	448116	9269	2917
d121	2019-05-01	HC Strache	FPÖ	74865038590	Facebook	8	1	1099993	510000	8993	2550
d121	2019-05-01	The Labour Party	The Labour Party	25749647410	Facebook	10	1	1062494	500000	11854	2719
d121	2019-05-01	Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	8	1	1044998	495000	1476	295
d121	2019-05-01	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	173	1	1039936	413560	5164	1018
d121	2019-05-01	Vlaams Belang	Vlaams Belang	56605856504	Facebook	2	1	1032257	516129	5160	1032
d121	2019-05-01	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	1	1	1000000	100000	50	0
d121	2019-05-01	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	48	1	833309	78714	354	10
d121	2019-05-01	GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	28	1	780833	77500	154	4
d121	2019-05-01	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	6	1	743106	364411	2085	1034
d121	2019-05-01	Claudia Gamon	NEOS	447992848717452	Facebook	28	1	733972	212000	6472	1200
