advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	d079	2019-03-20	EE	Estonia	3	1	14707	5416	116	20
Rimi Eesti		217485440760	Facebook	d079	2019-03-20	EE	Estonia	1	1	14285	7142	71	14
Veriff		959442754113350	Facebook	d079	2019-03-20	EE	Estonia	1	1	10869	4347	9	1
MTÜ Eesti Tuumajaam		153182254702931	Facebook	d079	2019-03-20	EE	Estonia	1	1	6249	1249	12	0
Sosialidemokraatit SDP		108945982480217	Facebook	d079	2019-03-20	EE	Estonia	2	1	1810	864	8	1
European Youth Event		919232861444360	Facebook	d079	2019-03-20	EE	Estonia	2	1	1802	804	3	0
RuBaltic.Ru		361996777230933	Facebook	d079	2019-03-20	EE	Estonia	1	1	1666	333	2	0
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	d079	2019-03-20	EE	Estonia	1	1	1249	250	24	0
Ruukki ehituslahendused		1470015636592146	Facebook	d079	2019-03-20	EE	Estonia	1	1	624	124	12	0
Cleantech ForEst		1669480636672455	Facebook	d079	2019-03-20	EE	Estonia	1	1	454	90	9	0
Council of the European Union		147547541961576	Facebook	d079	2019-03-20	EE	Estonia	3	1	382	180	1	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d079	2019-03-20	EE	Estonia	3	1	322	139	2	0
Erasmus Student Network		25226723130	Facebook	d079	2019-03-20	EE	Estonia	1	1	217	108	0	0
NATO Strategic Communications Centre of Excellence		1456516717932002	Facebook	d079	2019-03-20	EE	Estonia	1	1	177	88	0	0
VoteWatch Europe		355087424564148	Facebook	d079	2019-03-20	EE	Estonia	2	1	99	39	0	0
Stichting Syrische Vrijwilligers Nederland - SYVNL		537188923095240	Facebook	d079	2019-03-20	EE	Estonia	1	1	36	7	0	0
Girlsintrendy_Global		1088687591333663	Facebook	d079	2019-03-20	EE	Estonia	1	1	26	0	2	0
Talking Europe		316028505828375	Facebook	d079	2019-03-20	EE	Estonia	1	1	20	8	0	0
АллатРа ТВ		468944153190776	Facebook	d079	2019-03-20	EE	Estonia	21	1	19	8	0	0
Foreign Policy Council "Ukrainian Prism"		1500886830220861	Facebook	d079	2019-03-20	EE	Estonia	1	1	15	3	0	0
γυρίζουμε		278308089460720	Facebook	d079	2019-03-20	EE	Estonia	3	1	13	5	0	0
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	d079	2019-03-20	EE	Estonia	4	1	12	5	0	0
Chug Bottles		1781974005205686	Facebook	d079	2019-03-20	EE	Estonia	1	1	11	5	0	0
Européens Sans Frontières		668031516635463	Facebook	d079	2019-03-20	EE	Estonia	7	1	7	2	0	0
Sustainability Times		214303005827359	Facebook	d079	2019-03-20	EE	Estonia	1	1	6	3	0	0
Le Monde		14892757589	Facebook	d079	2019-03-20	EE	Estonia	6	1	6	2	0	0
Hungary Today		1514921332061615	Facebook	d079	2019-03-20	EE	Estonia	1	1	5	1	0	0
Stonewall		18933990398	Facebook	d079	2019-03-20	EE	Estonia	1	1	5	1	0	0
Dr. Hassan Mohsen Elhais		290561631132324	Facebook	d079	2019-03-20	EE	Estonia	1	1	5	2	0	0
Matt Wilson		247888188644456	Facebook	d079	2019-03-20	EE	Estonia	7	1	5	1	0	0
Humble Household		1746853745395190	Facebook	d079	2019-03-20	EE	Estonia	1	1	4	0	0	0
«Белсат» по-русски		1520423234895880	Facebook	d079	2019-03-20	EE	Estonia	1	1	4	0	0	0
ITUC		20556338116	Facebook	d079	2019-03-20	EE	Estonia	1	1	4	2	0	0
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	d079	2019-03-20	EE	Estonia	4	1	3	1	0	0
Animal Matters	Animal Matters	1439364926329185	Facebook	d079	2019-03-20	EE	Estonia	1	1	3	0	0	0
YOGA BURN		146316959083110	Facebook	d079	2019-03-20	EE	Estonia	3	1	3	0	0	0
We Amplify		186008238755917	Facebook	d079	2019-03-20	EE	Estonia	4	1	2	0	0	0
Ritual		457175417640208	Facebook	d079	2019-03-20	EE	Estonia	1	1	2	1	0	0
Equilibre des énergies		154645694605913	Facebook	d079	2019-03-20	EE	Estonia	1	1	2	0	0	0
Watch The Med - Alarmphone		1525906057683632	Facebook	d079	2019-03-20	EE	Estonia	1	1	2	0	0	0
