day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d136	2019-05-16	PT	Portugal	160	54	317706	121022	566	45
d135	2019-05-15	PT	Portugal	174	58	494097	163863	1082	51
d134	2019-05-14	PT	Portugal	168	62	618860	251308	1489	172
d133	2019-05-13	PT	Portugal	156	57	402935	182364	1017	176
d132	2019-05-12	PT	Portugal	154	60	182828	75663	475	70
d131	2019-05-11	PT	Portugal	185	65	243939	99582	808	170
d130	2019-05-10	PT	Portugal	184	68	268161	99111	965	155
d129	2019-05-09	PT	Portugal	194	68	1204080	551494	1688	118
d128	2019-05-08	PT	Portugal	182	69	312799	145950	674	115
d127	2019-05-07	PT	Portugal	178	68	1005172	444118	2278	443
d126	2019-05-06	PT	Portugal	176	66	491638	234126	1917	340
d125	2019-05-05	PT	Portugal	199	71	343432	159740	1647	332
d124	2019-05-04	PT	Portugal	195	73	586453	272794	1987	496
d123	2019-05-03	PT	Portugal	219	83	450684	206141	936	274
d122	2019-05-02	PT	Portugal	251	85	426807	196549	996	269
d121	2019-05-01	PT	Portugal	231	85	373552	154622	918	278
d120	2019-04-30	PT	Portugal	282	97	506652	187172	1292	286
d119	2019-04-29	PT	Portugal	303	95	1434850	674248	6149	1256
d118	2019-04-28	PT	Portugal	289	94	1130763	548610	5689	1110
d117	2019-04-27	PT	Portugal	298	102	210132	90009	1126	325
d116	2019-04-26	PT	Portugal	581	116	645089	270739	2386	570
d115	2019-04-25	PT	Portugal	565	115	429245	170451	1105	117
d114	2019-04-24	PT	Portugal	552	116	262096	65115	932	58
d113	2019-04-23	PT	Portugal	507	117	551495	238246	2169	357
d112	2019-04-22	PT	Portugal	406	122	184450	60676	748	43
d111	2019-04-21	PT	Portugal	360	116	314189	139863	727	113
d110	2019-04-20	PT	Portugal	375	124	284544	101915	661	79
d109	2019-04-19	PT	Portugal	460	139	985872	414748	1738	300
d108	2019-04-18	PT	Portugal	503	146	365516	151045	1024	85
d107	2019-04-17	PT	Portugal	528	149	698475	299296	1592	170
d106	2019-04-16	PT	Portugal	586	154	528640	212003	2023	314
d105	2019-04-15	PT	Portugal	625	173	888911	352559	2493	327
d104	2019-04-14	PT	Portugal	580	184	1166313	471245	3312	492
d103	2019-04-13	PT	Portugal	555	201	1202131	477115	3192	476
d102	2019-04-12	PT	Portugal	649	221	1664529	643712	6073	877
d101	2019-04-11	PT	Portugal	578	222	1234278	460226	4873	673
d100	2019-04-10	PT	Portugal	526	211	850980	321422	2799	365
d099	2019-04-09	PT	Portugal	548	223	1345434	520976	4066	867
d098	2019-04-08	PT	Portugal	541	213	784684	316008	2757	450
d097	2019-04-07	PT	Portugal	479	197	721800	284938	1808	319
d096	2019-04-06	PT	Portugal	491	215	760318	289670	2106	323
d095	2019-04-05	PT	Portugal	522	229	1106108	419642	2660	343
d094	2019-04-04	PT	Portugal	463	214	609918	247010	1980	216
d093	2019-04-03	PT	Portugal	425	203	798676	298412	2884	348
d092	2019-04-02	PT	Portugal	374	186	673500	239387	3133	432
d091	2019-04-01	PT	Portugal	376	167	690733	268914	3181	365
d090	2019-03-31	PT	Portugal	392	170	662640	252956	2304	321
d089	2019-03-30	PT	Portugal	389	167	605901	228660	2292	316
d088	2019-03-29	PT	Portugal	419	189	724773	253462	2809	342
d087	2019-03-28	PT	Portugal	401	175	717211	266402	3187	482
d086	2019-03-27	PT	Portugal	351	158	323268	120431	1103	112
d085	2019-03-26	PT	Portugal	335	141	236290	75388	904	67
d084	2019-03-25	PT	Portugal	320	140	391958	154261	1188	149
d083	2019-03-24	PT	Portugal	300	131	271857	108825	767	63
d082	2019-03-23	PT	Portugal	323	140	352643	133451	1438	116
d081	2019-03-22	PT	Portugal	340	152	354713	133647	1272	119
d080	2019-03-21	PT	Portugal	320	150	429099	160298	1232	92
d079	2019-03-20	PT	Portugal	299	136	517031	195655	1215	111
d078	2019-03-19	PT	Portugal	297	137	447229	146667	1368	51
d077	2019-03-18	PT	Portugal	310	131	589537	199139	2155	65
d076	2019-03-17	PT	Portugal	236	107	352007	140576	854	78
d075	2019-03-16	PT	Portugal	224	103	343166	136425	815	67
d074	2019-03-15	PT	Portugal	224	111	361907	149454	1190	153
d073	2019-03-14	PT	Portugal	196	101	951948	377671	3099	685
d072	2019-03-13	PT	Portugal	201	105	358197	129046	1533	180
d071	2019-03-12	PT	Portugal	192	106	340543	129790	1720	188
d070	2019-03-11	PT	Portugal	202	114	705198	278635	2610	367
d069	2019-03-10	PT	Portugal	201	119	656983	246958	1986	275
d068	2019-03-09	PT	Portugal	227	136	886901	345389	3628	404
d067	2019-03-08	PT	Portugal	234	141	1578370	634043	4488	874
d066	2019-03-07	PT	Portugal	175	101	1065179	429193	2920	366
d065	2019-03-06	PT	Portugal	170	81	389824	151706	1075	91
d064	2019-03-05	PT	Portugal	193	79	330381	120419	1010	57
d063	2019-03-04	PT	Portugal	130	72	347947	139732	1022	124
d062	2019-03-03	PT	Portugal	114	63	191969	73785	702	75
d061	2019-03-02	PT	Portugal	110	61	140502	56600	594	77
d060	2019-03-01	PT	Portugal	105	59	67200	22045	207	9
d059	2019-02-28	PT	Portugal	94	54	32824	9325	120	6
d058	2019-02-27	PT	Portugal	94	49	38967	10601	115	8
d057	2019-02-26	PT	Portugal	85	49	89640	34644	138	19
d056	2019-02-25	PT	Portugal	76	46	80650	31071	158	24
d055	2019-02-24	PT	Portugal	63	38	6221	2277	33	2
d054	2019-02-23	PT	Portugal	65	40	6927	2416	33	2
d053	2019-02-22	PT	Portugal	66	40	98095	48143	456	87
