advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Roberta Metsola		406824526101449	Facebook	MT	Malta	472	1	5321420	1635411	56656	2099
Alfred Sant	Alfred Sant	537789116260209	Facebook	MT	Malta	114	1	4921862	1851989	20985	2699
David Casa	David Casa	193035580892638	Facebook	MT	Malta	88	1	3532464	996909	11911	800
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	MT	Malta	113	1	3116887	960000	13287	800
Josef Caruana		166617437361908	Facebook	MT	Malta	67	1	2787880	871983	11832	1299
Joe Sammut		433245190070343	Facebook	MT	Malta	83	1	2762568	1086959	12843	1448
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	MT	Malta	15	1	2649984	1149999	12184	2999
European Parliament		178362315106	Facebook	MT	Malta	36	1	1761691	742577	6871	901
Adrian Delia	Partit Nazzjonalista	1442808799090985	Facebook	MT	Malta	21	1	1621978	609999	6478	1100
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	MT	Malta	42	1	1509939	676990	9457	1099
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	MT	Malta	116	1	1435883	323000	11483	0
PD Martin Cauchi Inglott		181379916072401	Facebook	MT	Malta	54	1	1176922	378989	6545	299
Frank Psaila		458318884361628	Facebook	MT	Malta	85	1	1105624	291866	8039	88
David Stellini	David Stellini	1911257335785088	Facebook	MT	Malta	10	1	959990	432000	2990	500
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	MT	Malta	19	1	555981	147000	2281	100
Kialo		729627343834501	Facebook	MT	Malta	354	1	550953	227964	3006	673
Lorna Vassallo	Lorna Vassallo	690417757823946	Facebook	MT	Malta	12	1	544977	180997	1587	100
European Parliament Office in Malta		116353271736965	Facebook	MT	Malta	8	1	529992	232000	1592	200
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	MT	Malta	55	1	470942	154999	5693	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	MT	Malta	102	1	457897	121999	10097	0
Ian Borg	Ian Borg	151496594943131	Facebook	MT	Malta	5	1	399994	169999	494	0
Lovin Malta	Lovin Malta	1700937210129433	Facebook	MT	Malta	6	1	399994	140000	994	100
Live Communications for MEP Elections May 2019		962042630582450	Facebook	MT	Malta	20	1	341980	110000	1979	0
Noel Cassar		290329184871610	Facebook	MT	Malta	7	1	309992	64999	692	0
Alternattiva Demokratika - The Green Party	Alternattiva Demokratika - The Green Party	309359272432391	Facebook	MT	Malta	15	1	305984	67000	1485	0
Save the Refugees		1931458237163388	Facebook	MT	Malta	67	1	256997	83237	1880	320
Friends of the Earth Malta	Friends of the Earth Malta	137236009675929	Facebook	MT	Malta	12	1	250988	59000	1188	0
James Grech		1050376408471129	Facebook	MT	Malta	12	1	240979	50998	1187	0
Josianne Cutajar		337620233111013	Facebook	MT	Malta	13	1	237986	49999	1286	0
MaltaGov		735396419870282	Facebook	MT	Malta	1	1	199999	100000	499	100
Vote16+		149809275605377	Facebook	MT	Malta	1	1	199999	100000	99	0
FŻL - Forum Żgħażagħ Laburisti	FŻL - Forum Żgħażagħ Laburisti	40870184668	Facebook	MT	Malta	4	1	199996	40000	396	0
Martin Cauchi Inglott	Martin Cauchi Inglot	1198556280321936	Facebook	MT	Malta	4	1	154995	30999	395	0
Robert Micallef		1080763715431573	Facebook	MT	Malta	3	1	149985	29997	275	0
Stephen Florian -  Politician - Independent Candidate		1317902704932188	Facebook	MT	Malta	6	1	139991	39998	593	0
Robert Micallef for MEP	Robert James Bugeja	2123200014472283	Facebook	MT	Malta	9	1	134991	27000	891	0
Dr. Anthony Buttigieg	Buttigieg Anthony Emanuel	410157219370162	Facebook	MT	Malta	8	1	114991	40999	791	0
European Election Survey		2273878496161130	Facebook	MT	Malta	3	1	109996	25000	296	0
Martin Cauchi Inglott II	Martin Cauchi Inglott 	381424722583691	Facebook	MT	Malta	1	1	99999	49999	99	0
Malta Qabel Kollox		244715312774043	Facebook	MT	Malta	1	1	99999	50000	499	100
