country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IE	Ireland	dublin	Dublin	3813	980	8240418	2862331	56772	5670
IE	Ireland	galway	Galway	2813	696	1758052	579996	14452	1996
IE	Ireland	county_cork	County Cork	2944	755	1163400	376061	10102	707
IE	Ireland	donegal	Donegal	2352	608	1089990	354174	9477	1275
IE	Ireland	kerry	Kerry	2153	580	665188	266076	6688	1081
IE	Ireland	limerick	Limerick	2453	668	459197	140714	3842	184
IE	Ireland	kildare	Kildare	2538	657	448405	125867	3285	136
IE	Ireland	county_louth	County Louth	2463	622	360367	105482	2845	256
IE	Ireland	cavan	Cavan	2016	530	354236	147165	2949	648
IE	Ireland	kilkenny	Kilkenny	2018	531	335154	83450	1652	10
IE	Ireland	county_mayo	County Mayo	2262	562	331501	115062	4514	756
IE	Ireland	sligo	Sligo	2009	515	320138	75913	5439	372
IE	Ireland	wexford	Wexford	2242	608	316198	109289	2634	316
IE	Ireland	county_clare	County Clare	2124	563	277547	65423	1814	120
IE	Ireland	wicklow	Wicklow	2272	606	275126	67541	1642	122
IE	Ireland	waterford	Waterford	2266	609	256875	68385	1734	50
IE	Ireland	county_meath	County Meath	2415	621	237345	69471	1763	115
IE	Ireland	county_tipperary	County Tipperary	2239	611	207656	66392	1308	50
IE	Ireland	county_westmeath	County Westmeath	2189	565	181601	44665	1559	257
IE	Ireland	county_monaghan	County Monaghan	1856	496	137928	52420	2223	389
IE	Ireland	carlow	Carlow	1890	531	95060	23685	690	8
IE	Ireland	county_laois	County Laois	1865	533	84661	24622	1482	7
IE	Ireland	county_offaly	County Offaly	1778	505	60270	17409	725	8
IE	Ireland	county_longford	County Longford	1635	462	23831	6193	357	14
IE	Ireland	roscommon	Roscommon	1687	473	22331	6450	238	17
IE	Ireland	county_leitrim	County Leitrim	1618	440	15245	4187	170	7
