advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Commission		107898832590939	Facebook	d104	2019-04-14	PT	Portugal	7	1	247181	107124	382	154
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	d104	2019-04-14	PT	Portugal	31	1	180893	87685	320	80
European Parliament		178362315106	Facebook	d104	2019-04-14	PT	Portugal	23	1	154513	54546	445	80
Greens/EFA in the European Parliament		150527751674751	Facebook	d104	2019-04-14	PT	Portugal	13	1	116702	47841	127	20
Rios Livres		247517791943794	Facebook	d104	2019-04-14	PT	Portugal	3	1	71564	33469	174	31
Carlos Coelho		306796832807017	Facebook	d104	2019-04-14	PT	Portugal	2	1	70621	35311	236	47
SPEAK		461552097199345	Facebook	d104	2019-04-14	PT	Portugal	1	1	30272	15136	29	0
Give A Vote Portugal		428035657954346	Facebook	d104	2019-04-14	PT	Portugal	3	1	25207	5592	64	0
Less Saves The Planet		222697015050981	Facebook	d104	2019-04-14	PT	Portugal	2	1	18499	6840	42	5
Kialo		729627343834501	Facebook	d104	2019-04-14	PT	Portugal	3	1	16806	7321	85	17
Ouvir Claro		1031294380344229	Facebook	d104	2019-04-14	PT	Portugal	4	1	15822	2966	392	0
Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	d104	2019-04-14	PT	Portugal	1	1	14692	2938	29	0
Made of Lisboa		272173909578205	Facebook	d104	2019-04-14	PT	Portugal	2	1	14285	2857	28	0
Ecologicalkids Fraldas - Portugal		134017556658448	Facebook	d104	2019-04-14	PT	Portugal	2	1	13273	2654	47	0
Diem25 Portugal		1607757729537849	Facebook	d104	2019-04-14	PT	Portugal	1	1	11760	2352	23	0
Huawei Europe		1709278142683543	Facebook	d104	2019-04-14	PT	Portugal	1	1	10916	5458	5	1
Save the Refugees		1931458237163388	Facebook	d104	2019-04-14	PT	Portugal	1	1	10605	4242	9	1
VoteWatch Europe		355087424564148	Facebook	d104	2019-04-14	PT	Portugal	5	1	8920	3756	19	7
European Youth Event		919232861444360	Facebook	d104	2019-04-14	PT	Portugal	3	1	6948	2950	15	6
Sintrazul - pela nossa terra		307268589921990	Facebook	d104	2019-04-14	PT	Portugal	2	1	6938	2752	46	9
Plataforma Laboral e Popular		1077815305664973	Facebook	d104	2019-04-14	PT	Portugal	1	1	6143	1228	12	0
Impala.pt - Portal de Notícias		321872351171046	Facebook	d104	2019-04-14	PT	Portugal	1	1	5716	1143	11	0
Guardian Weekly		64525551258	Facebook	d104	2019-04-14	PT	Portugal	4	1	4839	1958	8	2
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d104	2019-04-14	PT	Portugal	3	1	4728	2141	28	11
Maria Luz Lopes		1126500010850543	Facebook	d104	2019-04-14	PT	Portugal	1	1	4545	909	9	0
VINNIA		325664361187493	Facebook	d104	2019-04-14	PT	Portugal	2	1	4310	862	12	0
KTREW Tattoo		325901597566419	Facebook	d104	2019-04-14	PT	Portugal	1	1	3940	788	9	0
European Jewish Association		853930504670255	Facebook	d104	2019-04-14	PT	Portugal	1	1	3914	1957	9	1
EU Maritime & Fish		387573881345007	Facebook	d104	2019-04-14	PT	Portugal	1	1	2941	1471	2	0
Dr Paulo Guimarães		154875968026584	Facebook	d104	2019-04-14	PT	Portugal	1	1	2488	1244	2	0
Poder & Negócios		782942372076491	Facebook	d104	2019-04-14	PT	Portugal	1	1	2395	479	4	0
Center for European Integration Studies (ZEI)		144159745724379	Facebook	d104	2019-04-14	PT	Portugal	1	1	2385	1192	2	1
Save The Seas		2203608429682203	Facebook	d104	2019-04-14	PT	Portugal	1	1	2068	413	40	0
Gabyanna Negra e Gorda		1543316489132220	Facebook	d104	2019-04-14	PT	Portugal	2	1	1876	938	0	0
Oficinas do Bairro		2245567805716931	Facebook	d104	2019-04-14	PT	Portugal	2	1	1866	333	52	0
USR Diaspora	USR Diaspora	1793510380925494	Facebook	d104	2019-04-14	PT	Portugal	1	1	1623	324	0	0
Visões do Futuro - DECO Proteste		1660680100702552	Facebook	d104	2019-04-14	PT	Portugal	2	1	1565	646	20	0
PuraVida		323745651773052	Facebook	d104	2019-04-14	PT	Portugal	1	1	1544	308	30	0
Babu		573932079385353	Facebook	d104	2019-04-14	PT	Portugal	2	1	1540	301	32	0
Gaia		182073298490036	Facebook	d104	2019-04-14	PT	Portugal	5	1	1540	725	14	5
Grupo Fredericotr		385768641514748	Facebook	d104	2019-04-14	PT	Portugal	1	1	1497	299	29	0
