age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	59	1	1620147	664690	4618	1066
13_17	13-17	BE	Belgium	European Parliament		178362315106	Facebook	107	1	823841	331897	3824	730
13_17	13-17	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	18	1	521521	229631	1959	322
13_17	13-17	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	20	1	361947	159882	2837	584
13_17	13-17	BE	Belgium	Sofian El Sayd - 61e sur la liste régionale du PS bruxellois		1951525111537961	Facebook	2	1	196574	88172	421	72
13_17	13-17	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	8	1	142505	65837	726	153
13_17	13-17	BE	Belgium	Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	16	1	132473	34576	714	0
13_17	13-17	BE	Belgium	Les Congolais Debout		1405739032827831	Facebook	4	1	125076	55147	356	57
13_17	13-17	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	145	1	114054	23730	2035	22
13_17	13-17	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	8	1	108420	37341	684	123
13_17	13-17	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	3	1	97769	48448	310	31
13_17	13-17	BE	Belgium	JONG CD&V	JONG CD&V	638247042856542	Facebook	3	1	87131	34989	348	58
13_17	13-17	BE	Belgium	Comac étudiants		386211174868638	Facebook	14	1	79942	23673	1096	0
13_17	13-17	BE	Belgium	sp.a West-Vlaanderen	sp.a West-Vlaanderen	269157793205215	Facebook	15	1	70568	28288	301	56
13_17	13-17	BE	Belgium	Technopolis		156577567699904	Facebook	1	1	68662	34331	67	0
13_17	13-17	BE	Belgium	Groen	Groen	84920854319	Facebook	4	1	66435	23377	275	33
13_17	13-17	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	4	1	52608	23273	248	58
13_17	13-17	BE	Belgium	Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	5	1	50275	21236	420	104
13_17	13-17	BE	Belgium	Johan Van Overtveldt		275607285891320	Facebook	10	1	48249	18571	232	58
13_17	13-17	BE	Belgium	Europahuis Ryckevelde	Ryckevelde vzw	119449038070827	Facebook	2	1	46877	9375	115	5
13_17	13-17	BE	Belgium	Bart De Wever		24079407056	Facebook	2	1	45301	18120	452	90
13_17	13-17	BE	Belgium	Comac Studenten		1477520555859157	Facebook	3	1	39700	7756	226	0
13_17	13-17	BE	Belgium	CD&V	CD&V	52997544531	Facebook	8	1	38391	10948	138	18
13_17	13-17	BE	Belgium	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	3	1	34167	17079	18	0
13_17	13-17	BE	Belgium	JB Original		2281423995222332	Facebook	1	1	31905	6381	63	0
