week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w016	Week 16	Ciudadanos	Ciudadanos	74078667754	Facebook	3212	1	59524788	18607999	475787	40400
w016	Week 16	Partido Popular	Partido Popular	72249031214	Facebook	1524	1	24180596	6440666	157388	4253
w016	Week 16	Podemos	Unidas Podemos	269212336568846	Facebook	120	1	15766703	7063370	82367	18848
w016	Week 16	SPD	SPD	47930567748	Facebook	1580	1	14662563	4918571	236306	20217
w016	Week 16	COALICION CANARIA		AR489541609348661248	Google	1972	1	13727159	313488	54528	0
w016	Week 16	Kialo		729627343834501	Facebook	93	1	8715907	3408000	39706	9203
w016	Week 16	European Commission		107898832590939	Facebook	66	1	8007075	3636662	30420	8137
w016	Week 16	sp.a	sp.a	57253967150	Facebook	135	1	7025020	2814379	33663	7719
w016	Week 16	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	39	1	6968296	3047666	13162	3237
w016	Week 16	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	22	1	6102569	2676031	12829	3570
w016	Week 16	AMERISOFT SRL		AR573801583431647232	Google	71	1	5686902	557186	1445	0
w016	Week 16	Vlaams Belang	Vlaams Belang	56605856504	Facebook	17	1	4987534	2310607	42631	9089
w016	Week 16	Un país moderno	Unidas Podemos	577723459314066	Facebook	38	1	4903155	2204317	33051	6497
w016	Week 16	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	299	1	4809268	333454	8950	0
w016	Week 16	PSOE	PSOE	189318235003	Facebook	117	1	4529320	1889926	11005	2755
w016	Week 16	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	30	1	4367760	1863228	16750	3700
w016	Week 16	Greenpeace France		39435457457	Facebook	11	1	4121847	2057000	20726	4049
w016	Week 16	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	31	1	3814038	1822904	13820	3236
w016	Week 16	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	23	1	3801244	1640222	29941	6604
w016	Week 16	PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	19	1	3686098	1563333	22071	5583
w016	Week 16	România în primul rând	Future Innovation	770704223323599	Facebook	30	1	3587640	1477333	3795	994
w016	Week 16	European Parliament		178362315106	Facebook	354	1	3503683	1503727	17024	3802
w016	Week 16	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	32	1	3496642	1473333	9700	2633
w016	Week 16	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	11	1	3414326	1648333	5618	2434
w016	Week 16	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	24	1	2869948	1351412	7563	1766
