country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SI	Slovenia	m18_24	male (18-24)	2067	530	2738496	1008481	13940	1911
SI	Slovenia	m25_34	male (25-34)	2295	591	2660149	955143	14170	1844
SI	Slovenia	f18_24	female (18-24)	2177	545	2325225	877198	11423	1707
SI	Slovenia	m35_44	male (35-44)	2222	576	2054509	712068	10503	1302
SI	Slovenia	f25_34	female (25-34)	2435	605	1885189	725912	10060	1483
SI	Slovenia	f35_44	female (35-44)	2347	588	1492836	569490	7842	1150
SI	Slovenia	m45_54	male (45-54)	2130	553	1391593	455805	7243	702
SI	Slovenia	f45_54	female (45-54)	2265	563	1053567	379468	5602	646
SI	Slovenia	f55_64	female (55-64)	1758	526	833087	264807	5321	234
SI	Slovenia	m55_64	male (55-64)	1666	518	831974	245066	4814	181
SI	Slovenia	f65_	female (65+)	1549	466	507654	162222	3643	135
SI	Slovenia	m65_	male (65+)	1495	463	480521	145984	3107	108
SI	Slovenia	f13_17	female (13-17)	282	108	132062	48964	465	8
SI	Slovenia	m13_17	male (13-17)	270	104	79928	30423	309	9
SI	Slovenia	u35_44	unknown (35-44)	2012	518	56463	20534	306	39
SI	Slovenia	u25_34	unknown (25-34)	2035	520	51511	18857	274	36
SI	Slovenia	u45_54	unknown (45-54)	1785	470	16093	5557	93	10
SI	Slovenia	u18_24	unknown (18-24)	1575	421	11533	4272	59	9
SI	Slovenia	u65_	unknown (65+)	1152	391	5130	1577	31	1
SI	Slovenia	u55_64	unknown (55-64)	1230	419	4568	1360	31	1
SI	Slovenia	u13_17	unknown (13-17)	180	85	439	167	1	0
