country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	m18_24	male (18-24)	8083	1306	17494045	5390540	141283	34219
DK	Denmark	f18_24	female (18-24)	8127	1344	15128318	4941515	114045	27951
DK	Denmark	m25_34	male (25-34)	8904	1414	13037149	3997109	112491	26737
DK	Denmark	f25_34	female (25-34)	9106	1462	11232137	3678930	100814	24209
DK	Denmark	f35_44	female (35-44)	9170	1442	9509313	3117812	98152	23548
DK	Denmark	m35_44	male (35-44)	9029	1398	9125347	2802731	84108	19525
DK	Denmark	f45_54	female (45-54)	8873	1404	8903166	2842224	95282	23180
DK	Denmark	m45_54	male (45-54)	8652	1356	8619659	2592247	82628	19401
DK	Denmark	f65_	female (65+)	7524	1221	8030225	2434646	85653	21610
DK	Denmark	f55_64	female (55-64)	8114	1324	7625163	2345963	81385	20201
DK	Denmark	m55_64	male (55-64)	7906	1275	6632609	1948818	65567	15673
DK	Denmark	m65_	male (65+)	7276	1186	5674213	1660161	57815	14093
DK	Denmark	f13_17	female (13-17)	815	270	1155820	361320	7468	1655
DK	Denmark	m13_17	male (13-17)	789	258	1098919	337741	7442	1713
DK	Denmark	u35_44	unknown (35-44)	6819	1240	274481	86863	2608	601
DK	Denmark	u25_34	unknown (25-34)	6236	1204	198818	62267	1739	403
DK	Denmark	u45_54	unknown (45-54)	6282	1187	167442	51634	1675	390
DK	Denmark	u55_64	unknown (55-64)	5428	1075	132255	39400	1321	318
DK	Denmark	u65_	unknown (65+)	5028	984	112965	33302	1162	283
DK	Denmark	u18_24	unknown (18-24)	5100	1027	87351	26767	770	175
DK	Denmark	u13_17	unknown (13-17)	463	202	6577	2009	44	9
