country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SI	Slovenia	central_slovenia_statistical_region	Central Slovenia Statistical Region	2399	532	2223314	790549	14899	1271
SI	Slovenia	drava_statistical_region	Drava Statistical Region	2017	444	705800	235016	3937	317
SI	Slovenia	savinja_statistical_region	Savinja Statistical Region	1855	394	354179	111541	2148	147
SI	Slovenia	southeast_slovenia_statistical_region	Southeast Slovenia Statistical Region	1706	352	148273	41378	706	41
SI	Slovenia	coastal_karst_statistical_region	Coastal–Karst Statistical Region	1862	397	139141	41247	953	28
SI	Slovenia	upper_carniola_statistical_region	Upper Carniola Statistical Region	1855	396	126694	43721	700	67
SI	Slovenia	goriska_statistical_region	Goriška Statistical Region	1779	373	117760	33058	1656	24
SI	Slovenia	mura_statistical_region	Mura Statistical Region	1702	344	70540	24673	657	30
SI	Slovenia	carinthia_statistical_region	Carinthia Statistical Region	1557	305	50326	16419	504	13
SI	Slovenia	lower_sava_statistical_region	Lower Sava Statistical Region	1536	298	42581	12226	409	10
SI	Slovenia	littoral_inner_carniola_statistical_region	Littoral–Inner Carniola Statistical Region	1441	272	31989	10038	392	3
SI	Slovenia	central_sava_statistical_region	Central Sava Statistical Region	1437	266	7973	2731	59	3
