day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d146	2019-05-26	PT	Portugal	42	17	1123223	523714	7049	1320
d145	2019-05-25	PT	Portugal	79	23	1845620	829869	8191	1428
d144	2019-05-24	PT	Portugal	120	30	3127056	1389582	9208	1542
d143	2019-05-23	PT	Portugal	108	29	3177302	1466470	7709	1436
d142	2019-05-22	PT	Portugal	96	23	1866155	851398	4235	971
d141	2019-05-21	PT	Portugal	73	20	1692426	739231	3831	797
d140	2019-05-20	PT	Portugal	53	16	1363302	624277	3308	742
d139	2019-05-19	PT	Portugal	28	14	859346	389599	3120	743
d138	2019-05-18	PT	Portugal	23	11	581965	278294	2619	495
d137	2019-05-17	PT	Portugal	14	7	96232	38020	241	21
