week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	MT	Malta	289	58	1486987	461432	10113	333
w018	Week 18	2019-04-29	2019-05-05	MT	Malta	625	101	6799106	2115522	33040	1657
w017	Week 17	2019-04-22	2019-04-28	MT	Malta	565	114	3724157	1281458	18503	919
w016	Week 16	2019-04-15	2019-04-21	MT	Malta	497	147	1236471	368897	7447	188
w015	Week 15	2019-04-08	2019-04-14	MT	Malta	638	230	1962794	616528	10376	475
w014	Week 14	2019-04-01	2019-04-07	MT	Malta	568	226	1679284	538720	8547	597
w013	Week 13	2019-03-25	2019-03-31	MT	Malta	453	181	1511131	530518	6587	490
w012	Week 12	2019-03-18	2019-03-24	MT	Malta	406	170	1377096	536112	6083	391
w011	Week 11	2019-03-11	2019-03-17	MT	Malta	251	103	991354	339097	4683	444
w010	Week 10	2019-03-04	2019-03-10	MT	Malta	256	88	1054299	370147	5802	419
w009	Week 9	2019-02-25	2019-03-03	MT	Malta	157	61	697249	190541	5115	429
w008	Week 8	2019-02-18	2019-02-24	MT	Malta	119	53	681678	239195	4321	428
w007	Week 7	2019-02-11	2019-02-17	MT	Malta	99	53	824912	306110	3794	454
w006	Week 6	2019-02-04	2019-02-10	MT	Malta	82	37	1634683	720034	8165	1286
w005	Week 5	2019-01-28	2019-02-03	MT	Malta	92	36	232091	56098	1222	18
w004	Week 4	2019-01-21	2019-01-27	MT	Malta	81	34	352931	124523	2390	138
w003	Week 3	2019-01-14	2019-01-20	MT	Malta	82	30	709489	251037	4977	687
w002	Week 2	2019-01-07	2019-01-13	MT	Malta	63	28	638009	225217	5285	803
w001	Week 1	2019-01-01	2019-01-06	MT	Malta	47	24	486257	168250	4162	682
