advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	50k_100k	50k - 100k	LU	Luxembourg	14	1	1000011	500010	4590	900
Charles Goerens		441313569220539	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	99999	49999	499	100
European Investment Bank		350888674962511	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	99999	49999	499	100
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	99998	50000	99	0
Greenpeace Luxembourg		67370457805	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	99983	49992	498	99
déi Lénk	déi Lénk	120444648033670	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	99908	49954	498	99
Kialo		729627343834501	Facebook	50k_100k	50k - 100k	LU	Luxembourg	72	1	29946	14973	150	40
EPP - European People's Party		48034275355	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	8120	4060	40	8
Québec International		463810574128051	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	8022	4011	26	5
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	50k_100k	50k - 100k	LU	Luxembourg	13	1	7654	3827	37	7
VMware		6975960973	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	4755	2378	21	4
BonneGueule		140324089470	Facebook	50k_100k	50k - 100k	LU	Luxembourg	2	1	2570	1285	12	2
Klang der Solidarität		385076005313967	Facebook	50k_100k	50k - 100k	LU	Luxembourg	2	1	2096	1048	1	0
Council of the European Union		147547541961576	Facebook	50k_100k	50k - 100k	LU	Luxembourg	2	1	2013	1006	10	2
Berlin International University of Applied Sciences		753347444715991	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1983	991	9	1
Humble Household		1746853745395190	Facebook	50k_100k	50k - 100k	LU	Luxembourg	4	1	1869	934	7	2
Democracy Alive		277008469606499	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1784	892	8	1
Coconut Bowls		451945511677873	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1467	733	0	0
PRTG Network Monitor		142261582465552	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1427	713	7	1
Culture Prime		1839998372756212	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1279	639	6	1
Stoke Travel		193334324519	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1146	573	1	0
Jeanne Magazine		1431517403731316	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1125	562	1	0
USR Diaspora	USR Diaspora	1793510380925494	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1124	562	1	0
FT Transact		643057169228509	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1022	511	5	1
Guardian Weekly		64525551258	Facebook	50k_100k	50k - 100k	LU	Luxembourg	1	1	1019	509	5	1
