gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	IT	Italy	6379	1026	105261772	39133001	581313	81504
m	male	IT	Italy	6293	1021	135365338	49475129	721368	98568
u	unknown	IT	Italy	5455	970	532819	194494	2933	397
