advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Romana Tomc		1025408990823719	Facebook	w006	Week 6	SI	Slovenia	5	1	199996	40000	396	0
European Youth Event		919232861444360	Facebook	w006	Week 6	SI	Slovenia	1	1	14932	7466	74	14
Kialo		729627343834501	Facebook	w006	Week 6	SI	Slovenia	4	1	7882	3941	95	19
eToro		193863317737	Facebook	w006	Week 6	SI	Slovenia	4	1	1748	684	4	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	w006	Week 6	SI	Slovenia	3	1	904	276	1	0
Pela Case		119283008140727	Facebook	w006	Week 6	SI	Slovenia	2	1	811	162	1	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w006	Week 6	SI	Slovenia	1	1	295	147	1	0
Kaar Kaas Sonn		215255338679306	Facebook	w006	Week 6	SI	Slovenia	2	1	184	40	0	0
Andreas Schieder	SPÖ	290881691011354	Facebook	w006	Week 6	SI	Slovenia	2	1	140	28	1	0
FT Content Solutions		1220981994590364	Facebook	w006	Week 6	SI	Slovenia	2	1	83	16	0	0
BrexitMerch		349011429272053	Facebook	w006	Week 6	SI	Slovenia	2	1	70	0	8	0
Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	w006	Week 6	SI	Slovenia	1	1	57	11	0	0
MasterClass		687589164666184	Facebook	w006	Week 6	SI	Slovenia	3	1	52	15	1	0
Vadim Rotari		516538278845787	Facebook	w006	Week 6	SI	Slovenia	1	1	47	9	0	0
Columbia University in the City of New York		102471088936	Facebook	w006	Week 6	SI	Slovenia	1	1	26	10	0	0
Soviet Visuals		1160495674016675	Facebook	w006	Week 6	SI	Slovenia	4	1	22	4	0	0
Le Monde		14892757589	Facebook	w006	Week 6	SI	Slovenia	6	1	21	8	0	0
RSM MBA		110428762358678	Facebook	w006	Week 6	SI	Slovenia	2	1	16	6	0	0
HRAST - pokret za uspješnu Hrvatsku - službene stranice		1481525755446572	Facebook	w006	Week 6	SI	Slovenia	2	1	10	2	0	0
Maroš Šefčovič		245361515516655	Facebook	w006	Week 6	SI	Slovenia	2	1	8	1	0	0
ADAR		175390195814995	Facebook	w006	Week 6	SI	Slovenia	1	1	8	4	0	0
Harvard Business Review		10423517786	Facebook	w006	Week 6	SI	Slovenia	1	1	4	0	0	0
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	w006	Week 6	SI	Slovenia	1	1	2	1	0	0
YOGA BURN		146316959083110	Facebook	w006	Week 6	SI	Slovenia	1	1	2	0	0	0
Gherson		422351344832507	Facebook	w006	Week 6	SI	Slovenia	1	1	1	0	0	0
Open Society Foundations		18983389920	Facebook	w006	Week 6	SI	Slovenia	2	1	0	0	0	0
