week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-17	SI	Slovenia	611	93	4512808	1335341	31540	1322
w019	Week 19	2019-05-06	2019-05-12	SI	Slovenia	485	86	3294716	1085731	21204	1866
w018	Week 18	2019-04-29	2019-05-05	SI	Slovenia	466	103	4603617	1773356	20634	3871
w017	Week 17	2019-04-22	2019-04-28	SI	Slovenia	426	108	2928987	1175036	17979	2682
w016	Week 16	2019-04-15	2019-04-21	SI	Slovenia	421	141	827710	260432	4131	176
w015	Week 15	2019-04-08	2019-04-14	SI	Slovenia	588	216	1884369	760634	7662	1057
w014	Week 14	2019-04-01	2019-04-07	SI	Slovenia	487	216	1804732	660021	6929	1077
w013	Week 13	2019-03-25	2019-03-31	SI	Slovenia	320	160	646572	232357	2266	229
w012	Week 12	2019-03-18	2019-03-24	SI	Slovenia	275	141	444905	130164	2657	96
w011	Week 11	2019-03-11	2019-03-17	SI	Slovenia	175	87	610636	202991	2274	303
w010	Week 10	2019-03-04	2019-03-10	SI	Slovenia	213	78	442231	151757	2223	158
w009	Week 9	2019-02-25	2019-03-03	SI	Slovenia	105	52	46577	14219	595	8
w008	Week 8	2019-02-18	2019-02-24	SI	Slovenia	75	43	49111	23102	219	45
w007	Week 7	2019-02-11	2019-02-17	SI	Slovenia	54	33	22525	5056	59	4
w006	Week 6	2019-02-04	2019-02-10	SI	Slovenia	57	26	227335	52842	586	35
w005	Week 5	2019-01-28	2019-02-03	SI	Slovenia	56	21	40181	10141	106	5
w004	Week 4	2019-01-21	2019-01-27	SI	Slovenia	44	17	3121	1203	17	1
w003	Week 3	2019-01-14	2019-01-20	SI	Slovenia	57	21	54029	23450	237	42
w002	Week 2	2019-01-07	2019-01-13	SI	Slovenia	46	22	60903	12347	413	1
w001	Week 1	2019-01-01	2019-01-06	SI	Slovenia	29	14	6448	2894	27	4
