week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	FR	France	1088	242	18698337	8115792	102418	20144
w019	Week 19	2019-05-06	2019-05-12	FR	France	1133	315	14734272	5958754	88587	18212
w018	Week 18	2019-04-29	2019-05-05	FR	France	1331	369	16686691	7152018	100245	19709
w017	Week 17	2019-04-22	2019-04-28	FR	France	1534	434	10172629	4058046	63347	10475
w016	Week 16	2019-04-15	2019-04-21	FR	France	1872	637	14231297	5735864	102829	14751
w015	Week 15	2019-04-08	2019-04-14	FR	France	2665	1040	23145218	8934605	172318	30510
w014	Week 14	2019-04-01	2019-04-07	FR	France	2865	1091	21879770	8156845	229876	29616
w013	Week 13	2019-03-25	2019-03-31	FR	France	2281	942	22389607	8184217	197127	31403
w012	Week 12	2019-03-18	2019-03-24	FR	France	2402	843	24315979	9194079	217314	25666
w011	Week 11	2019-03-11	2019-03-17	FR	France	1867	602	23721335	9464006	211601	32005
w010	Week 10	2019-03-04	2019-03-10	FR	France	1429	472	16232213	6198782	160717	27552
w009	Week 9	2019-02-25	2019-03-03	FR	France	534	194	7969008	3222171	67832	11986
w008	Week 8	2019-02-18	2019-02-24	FR	France	366	153	2979860	970904	25449	3979
w007	Week 7	2019-02-11	2019-02-17	FR	France	364	128	3699855	1239516	40194	6562
w006	Week 6	2019-02-04	2019-02-10	FR	France	258	100	1650897	544745	15638	2110
w005	Week 5	2019-01-28	2019-02-03	FR	France	311	89	5210438	2189002	41916	7995
w004	Week 4	2019-01-21	2019-01-27	FR	France	261	75	3562263	1520258	22981	3530
w003	Week 3	2019-01-14	2019-01-20	FR	France	214	75	1881619	674662	13259	1727
w002	Week 2	2019-01-07	2019-01-13	FR	France	175	69	1858409	628748	17010	3280
w001	Week 1	2019-01-01	2019-01-06	FR	France	134	53	2490774	996932	16248	3286
