region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
carinthia_statistical_region	Carinthia Statistical Region	SI	Slovenia	1686	318	54952	17718	538	14
central_sava_statistical_region	Central Sava Statistical Region	SI	Slovenia	1563	280	8882	2988	65	4
central_slovenia_statistical_region	Central Slovenia Statistical Region	SI	Slovenia	2566	550	2534282	875500	17145	1347
coastal_karst_statistical_region	Coastal–Karst Statistical Region	SI	Slovenia	2010	414	145803	43096	994	30
drava_statistical_region	Drava Statistical Region	SI	Slovenia	2181	459	778835	255084	4429	342
goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	1929	387	127607	37609	1697	26
littoral_inner_carniola_statistical_region	Littoral–Inner Carniola Statistical Region	SI	Slovenia	1564	285	33016	10319	416	8
lower_sava_statistical_region	Lower Sava Statistical Region	SI	Slovenia	1674	311	47091	13490	493	18
mura_statistical_region	Mura Statistical Region	SI	Slovenia	1844	360	76593	26373	693	32
savinja_statistical_region	Savinja Statistical Region	SI	Slovenia	2011	408	400631	126756	2544	159
southeast_slovenia_statistical_region	Southeast Slovenia Statistical Region	SI	Slovenia	1844	368	157786	43810	965	73
upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	2005	409	142696	48158	788	72
