advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	100k_200k	100k - 200k	72	1	14399928	7200000	76928	21100
Fidesz	Fidesz	9844779306	Facebook	100k_200k	100k - 200k	49	1	9799951	4900000	65618	27702
CDU Christlich Demokratische Union		AR68737343799951360	Google	100k_200k	100k - 200k	294	1	8850281	885028	43574	4349
Open Vld		AR369049153717665792	Google	100k_200k	100k - 200k	286	1	7796676	779667	16360	1384
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	100k_200k	100k - 200k	220	1	5538951	553895	14359	436
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	100k_200k	100k - 200k	202	1	5358333	535833	6607	436
European Parliament		AR345426421272805376	Google	100k_200k	100k - 200k	223	1	5328230	532823	17971	1700
COALICION CANARIA		AR489541609348661248	Google	100k_200k	100k - 200k	187	1	5147612	514761	13215	331
European Greens	European Greens	141366725876424	Facebook	100k_200k	100k - 200k	23	1	4599977	2300000	65477	15800
Avaaz	Avaaz	8340223883	Facebook	100k_200k	100k - 200k	23	1	4599977	2300000	26477	8900
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	100k_200k	100k - 200k	192	1	4485346	448534	5358	346
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	100k_200k	100k - 200k	19	1	3799981	1900000	11452	5076
Sloboda a Solidarita		AR242125929453715456	Google	100k_200k	100k - 200k	173	1	3732771	373277	26400	1023
Mediabrands Digital OÜ		AR530356305605427200	Google	100k_200k	100k - 200k	124	1	3612359	361235	2077	30
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	100k_200k	100k - 200k	18	1	3599982	1800000	13982	5800
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	100k_200k	100k - 200k	18	1	3599982	1800000	79246	16547
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	100k_200k	100k - 200k	144	1	3401638	340163	1700	0
sp.a	sp.a	57253967150	Facebook	100k_200k	100k - 200k	15	1	2999985	1500000	7985	1900
Open Vld	Open Vld	53668151866	Facebook	100k_200k	100k - 200k	15	1	2999985	1500000	53985	11700
FDP	FDP	21289227249	Facebook	100k_200k	100k - 200k	14	1	2799986	1400000	11986	2700
Partido Popular Regional De Canarias		AR288284801977286656	Google	100k_200k	100k - 200k	129	1	2799578	279957	1806	45
mmb media agentur d.o.o.		AR524572049809604608	Google	100k_200k	100k - 200k	109	1	2799578	279957	2483	120
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	100k_200k	100k - 200k	110	1	2769475	276947	91332	2332
John Crombez	sp.a	264131406977201	Facebook	100k_200k	100k - 200k	13	1	2599987	1300000	10987	2200
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	100k_200k	100k - 200k	13	1	2599987	1300000	26021	6943
SOCIALDEMOKRATIET		AR271193993235136512	Google	100k_200k	100k - 200k	152	1	2558754	255875	90549	2257
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	100k_200k	100k - 200k	127	1	2498548	249854	43950	1339
AMERISOFT SRL		AR573801583431647232	Google	100k_200k	100k - 200k	145	1	2498548	249854	1249	0
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	100k_200k	100k - 200k	95	1	2408239	240823	15773	767
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	100k_200k	100k - 200k	12	1	2399988	1200000	6188	1800
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	100k_200k	100k - 200k	162	1	2378136	237813	2001	90
Slovenská ľudová strana Andreja Hlinku		AR443277183708823552	Google	100k_200k	100k - 200k	85	1	2227621	222762	5042	436
INBOX	New Digital Media	369693523475596	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	2689	400
CD&V	CD&V	52997544531	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	14989	3300
Best For Britain	Best for Britain	1863944713844924	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	20816	6595
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	100k_200k	100k - 200k	87	1	2197518	219751	1505	45
HLAS		AR312619193323225088	Google	100k_200k	100k - 200k	76	1	2197518	219751	11469	301
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	100k_200k	100k - 200k	87	1	2197518	219751	13365	511
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	100k_200k	100k - 200k	99	1	2107209	210720	1053	0
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	100k_200k	100k - 200k	10	1	1999990	1000000	8088	3008
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	100k_200k	100k - 200k	10	1	1999990	1000000	5990	1800
Moderaterna	Moderaterna	7719591155	Facebook	100k_200k	100k - 200k	9	1	1799991	900000	41672	8334
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	100k_200k	100k - 200k	9	1	1799991	900000	15397	5088
SPÖ	SPÖ	77393060080	Facebook	100k_200k	100k - 200k	9	1	1799991	900000	8991	4500
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	100k_200k	100k - 200k	9	1	1799991	900000	5491	1700
European Commission	European Commission	107898832590939	Facebook	100k_200k	100k - 200k	9	1	1799991	900000	4491	900
Venstres Landsorganisation		AR283015942256984064	Google	100k_200k	100k - 200k	68	1	1685767	168576	106113	2332
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	31492	6600
SPD	SPD	47930567748	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	12992	2600
Nicola Beer	FDP	206866712830769	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	13992	3400
Vlaams Belang	Vlaams Belang	56605856504	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	23492	5600
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	6492	2800
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	3992	800
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	7562	1575
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	26992	5700
Liberal Alliance		AR183859784640888832	Google	100k_200k	100k - 200k	59	1	1535252	153525	33911	1128
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	100k_200k	100k - 200k	81	1	1535252	153525	29847	677
FDP Landesverband Saarland		AR227104401595039744	Google	100k_200k	100k - 200k	55	1	1444943	144494	5463	526
Sebastian Kurz	Volkspartei	105151752909840	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	22493	5100
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	32411	6482
Ciudadanos	Ciudadanos	74078667754	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	26993	6000
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	7210	1512
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	4493	1500
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	5993	2700
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	13993	3700
Gouvernement	Gouvernement	392341217527576	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	13493	3300
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	100k_200k	100k - 200k	75	1	1384737	138473	827	15
Progresívne Slovensko		AR114793686864232448	Google	100k_200k	100k - 200k	52	1	1354634	135463	2031	150
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	100k_200k	100k - 200k	54	1	1204119	120411	602	0
Ökologisch-Demokratische Partei (ÖDP)	Ökologisch-Demokratische Partei (ÖDP)	120655374567	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	3494	1000
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	3404	1702
MSZP	MSZP	115388925185513	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	4642	1919
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	1857	835
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	3494	1000
Die Grünen	Die Grünen	21759893033	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	17994	4500
Thalia Buchhandlung - Thalia.de	Thalia Buchhandlung - Thalia.de	342884401877	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	29994	6000
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	2994	600
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	9250	2198
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	25494	5100
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	994	100
Bündnis90/ Die Grünen		AR207068276079984640	Google	100k_200k	100k - 200k	46	1	1174016	117401	174597	3160
Partidul Pro Romania		AR116025139887341568	Google	100k_200k	100k - 200k	93	1	1113810	111381	37433	692
Freie Demokratische Partei (FDP)		AR134039538396823552	Google	100k_200k	100k - 200k	39	1	1113810	111381	3808	361
Svobodní		AR190231179645943808	Google	100k_200k	100k - 200k	41	1	1113810	111381	1098	60
Alfahír	Alfahír Hírportál	525574220799452	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2166	1083
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	100k_200k	100k - 200k	5	1	999995	500000	6694	3347
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	100k_200k	100k - 200k	5	1	999995	500000	8495	2600
Partizán	Gulyás Márton Ferenc	1406386486355924	Facebook	100k_200k	100k - 200k	5	1	999995	500000	1547	680
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2321	1114
Μανώλης Γλυνός	Emmanouil Glynos	968742453313048	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2995	900
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	100k_200k	100k - 200k	5	1	999995	500000	3240	1203
FPÖ	FPÖ	169051073236170	Facebook	100k_200k	100k - 200k	5	1	999995	500000	12995	3500
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	100k_200k	100k - 200k	5	1	999995	500000	15742	3704
SSU	SSU	45101268520	Facebook	100k_200k	100k - 200k	5	1	999995	500000	23151	4630
Ecolo	Ecolo	38296327361	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2995	900
Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	100k_200k	100k - 200k	5	1	999995	500000	895	100
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2495	500
Partij van de Arbeid (PvdA)	Partij van de Arbeid (PvdA)	113895885305052	Facebook	100k_200k	100k - 200k	5	1	999995	500000	4995	2500
Peter Mertens	PVDA	236485149843971	Facebook	100k_200k	100k - 200k	5	1	999995	500000	4995	2500
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	100k_200k	100k - 200k	5	1	999995	500000	19666	4628
Adam Bielan	KW PRAWO I SPRAWIEDLIWOŚĆ	228951150597089	Facebook	100k_200k	100k - 200k	5	1	999995	500000	3953	930
The Labour Party	The Labour Party	25749647410	Facebook	100k_200k	100k - 200k	5	1	999995	500000	19087	4165
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	100k_200k	100k - 200k	5	1	999995	500000	7995	2200
