impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
100k_200k	100k - 200k	European Parliament		178362315106	Facebook	159	1	31799841	15900000	155514	43627
100k_200k	100k - 200k	Podemos	Unidas Podemos	269212336568846	Facebook	68	1	13599932	6800000	62432	24200
100k_200k	100k - 200k	Kialo		729627343834501	Facebook	64	1	12799936	6400000	79048	24465
100k_200k	100k - 200k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	59	1	11799941	5900000	119006	28929
100k_200k	100k - 200k	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	57	1	11399943	5700000	37806	8509
100k_200k	100k - 200k	Fidesz	Fidesz	9844779306	Facebook	50	1	9999950	5000000	31880	15785
100k_200k	100k - 200k	European Greens		141366725876424	Facebook	48	1	9599952	4800000	67952	18400
100k_200k	100k - 200k	The Labour Party	The Labour Party	25749647410	Facebook	43	1	8599957	4300000	56652	17936
100k_200k	100k - 200k	sp.a	sp.a	57253967150	Facebook	42	1	8399958	4200000	29458	8300
100k_200k	100k - 200k	Partido Popular	Partido Popular	72249031214	Facebook	40	1	7999960	4000000	37460	12600
100k_200k	100k - 200k	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	37	1	7399963	3700000	19463	4500
100k_200k	100k - 200k	People's Vote UK	People's Vote	748608695327755	Facebook	34	1	6799966	3400000	94850	23490
100k_200k	100k - 200k	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	32	1	6399968	3200000	40464	11919
100k_200k	100k - 200k	Conservatives	The Conservative Party	8807334278	Facebook	31	1	6199969	3100000	48334	16200
100k_200k	100k - 200k	Harald Vilimsky		547597092025909	Facebook	29	1	5799971	2900000	74471	18500
100k_200k	100k - 200k	PSOE	PSOE	189318235003	Facebook	29	1	5799971	2900000	16271	5000
100k_200k	100k - 200k	38 Degrees	38 Degrees	200006375787	Facebook	24	1	4799976	2400000	15710	4513
100k_200k	100k - 200k	We are the 52%	We are the 52%	466744973727718	Facebook	24	1	4799976	2400000	13858	2777
100k_200k	100k - 200k	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	150	1	4485346	448534	2242	0
100k_200k	100k - 200k	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	22	1	4399978	2200000	17978	5100
100k_200k	100k - 200k	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	22	1	4399978	2200000	20585	4307
100k_200k	100k - 200k	Best For Britain	Best for Britain	1863944713844924	Facebook	22	1	4399978	2200000	80399	19209
100k_200k	100k - 200k	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	21	1	4199979	2100000	9240	2668
100k_200k	100k - 200k	Kyriakos Mitsotakis		34848567724	Facebook	21	1	4199979	2100000	10479	2100
100k_200k	100k - 200k	The Brexit Party	The Brexit Party	230416667843105	Facebook	21	1	4199979	2100000	84450	19672
