advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	10k_50k	10k - 50k	459	1	22949541	4590000	111141	16700
CDU Christlich Demokratische Union		AR68737343799951360	Google	10k_50k	10k - 50k	11871	1	20411996	1169943	114981	7285
COALICION CANARIA		AR489541609348661248	Google	10k_50k	10k - 50k	5407	1	10745256	680477	37205	441
Open Vld		AR369049153717665792	Google	10k_50k	10k - 50k	746	1	10673150	1030664	24070	1898
SPD	SPD	47930567748	Facebook	10k_50k	10k - 50k	192	1	9599808	1920000	51408	8100
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	10k_50k	10k - 50k	2602	1	8907573	708333	17855	577
FDP	FDP	21289227249	Facebook	10k_50k	10k - 50k	163	1	8149837	1630000	24537	2100
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	10k_50k	10k - 50k	874	1	7841372	732209	21578	577
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	10k_50k	10k - 50k	156	1	7799844	1560000	69366	13191
European Parliament		AR345426421272805376	Google	10k_50k	10k - 50k	292	1	7130084	704353	24189	2248
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	10k_50k	10k - 50k	454	1	6158841	592930	8231	457
Sloboda a Solidarita		AR242125929453715456	Google	10k_50k	10k - 50k	528	1	5238496	493445	36487	1360
Mediabrands Digital OÜ		AR530356305605427200	Google	10k_50k	10k - 50k	350	1	4948372	477528	3611	39
mmb media agentur d.o.o.		AR524572049809604608	Google	10k_50k	10k - 50k	1527	1	4780034	370084	8848	177
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	10k_50k	10k - 50k	145	1	4520804	449672	2368	0
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	10k_50k	10k - 50k	90	1	4499910	900000	13804	2770
Katarina Barley	SPD	1522202731410785	Facebook	10k_50k	10k - 50k	85	1	4249915	850000	16415	2000
Partido Popular Regional De Canarias		AR288284801977286656	Google	10k_50k	10k - 50k	251	1	3819748	370084	2982	59
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	10k_50k	10k - 50k	197	1	3740068	366104	123858	3174
European Parliament	European Parliament	178362315106	Facebook	10k_50k	10k - 50k	74	1	3699926	740000	22226	4000
HLAS		AR312619193323225088	Google	10k_50k	10k - 50k	1000	1	3602599	290496	19157	454
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	10k_50k	10k - 50k	946	1	3561960	290496	20953	676
SOCIALDEMOKRATIET		AR271193993235136512	Google	10k_50k	10k - 50k	112	1	3402809	338249	119869	2992
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	10k_50k	10k - 50k	193	1	3385685	330290	58784	1800
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	10k_50k	10k - 50k	67	1	3349933	670000	29933	6100
