advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	1k_5k	1k - 5k	5218	1	26084782	5218000	516582	0
CDU Christlich Demokratische Union		AR68737343799951360	Google	1k_5k	1k - 5k	11577	1	20229939	0	133232	3564
COALICION CANARIA		AR489541609348661248	Google	1k_5k	1k - 5k	5236	1	9149517	0	45826	8
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	1k_5k	1k - 5k	1669	1	8343331	1669000	165631	100
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	1569	1	7843431	1569000	179747	0
SPD	SPD	47930567748	Facebook	1k_5k	1k - 5k	1112	1	5558888	1112000	110488	100
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	1k_5k	1k - 5k	2424	1	4235758	0	21178	0
FDP	FDP	21289227249	Facebook	1k_5k	1k - 5k	710	1	3549290	710000	70290	0
mmb media agentur d.o.o.		AR524572049809604608	Google	1k_5k	1k - 5k	1434	1	2505807	0	12922	43
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	354	1	1769646	354000	42406	462
DIE LINKE	DIE LINKE	47694585682	Facebook	1k_5k	1k - 5k	345	1	1724655	345000	34155	0
HLAS		AR312619193323225088	Google	1k_5k	1k - 5k	927	1	1619862	0	9278	131
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	1k_5k	1k - 5k	873	1	1525502	0	7627	0
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	1k_5k	1k - 5k	690	1	1205723	0	6028	0
Katarina Barley	SPD	1522202731410785	Facebook	1k_5k	1k - 5k	230	1	1149770	230000	23170	100
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	1k_5k	1k - 5k	210	1	1049790	210000	17474	4741
Open Vld		AR369049153717665792	Google	1k_5k	1k - 5k	487	1	850995	0	5670	157
Spoločnými Silami Za Rozkvet Gemera	Horváth Csaba	106240706496397	Facebook	1k_5k	1k - 5k	164	1	819836	164000	16236	0
Sloboda a Solidarita		AR242125929453715456	Google	1k_5k	1k - 5k	404	1	705959	0	3687	17
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	1k_5k	1k - 5k	139	1	694861	139000	13761	0
Die Offene Gesellschaft	die Initiative Offene Gesellschaft mit Facebook-Werbegutschrift	912255502235222	Facebook	1k_5k	1k - 5k	125	1	624875	125000	12375	0
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	1k_5k	1k - 5k	116	1	579884	116000	11484	0
Det Konservative Folkeparti		AR40969452518375424	Google	1k_5k	1k - 5k	319	1	557428	0	5853	340
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	1k_5k	1k - 5k	305	1	532964	0	2664	0
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	1k_5k	1k - 5k	300	1	524227	0	9663	288
