country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	cataluna	Cataluña	9374	1391	58663935	22574209	373744	56725
ES	Spain	andalusia	Andalusia	9765	1288	54751382	19082148	387460	44194
ES	Spain	comunidad_valenciana	Comunidad Valenciana	9268	1235	41529640	15659191	241251	37755
ES	Spain	comunidad_de_madrid	Comunidad de Madrid	8675	1266	28949341	11168252	183268	27260
ES	Spain	islas_canarias	Islas Canarias	7414	1115	16001576	5136574	96989	8221
ES	Spain	aragon	Aragón	10831	969	14998286	3354671	465737	4323
ES	Spain	galicia	Galicia	7568	1017	14109242	4492013	133920	9240
ES	Spain	castilla_y_leon	Castilla y Leon	9172	1013	13992910	4244544	181052	9479
ES	Spain	balearic_islands	Balearic Islands	6700	1011	9103943	2721998	56817	4868
ES	Spain	castilla_la_mancha	Castilla-La Mancha	7840	987	6360779	1994650	65880	4107
ES	Spain	extremadura	Extremadura	6051	882	5425689	1645663	55509	2392
ES	Spain	pais_vasco	País Vasco	5755	995	5255216	1679376	43663	3263
ES	Spain	region_of_murcia	Region of Murcia	6708	999	4067539	1182473	30093	1457
ES	Spain	principality_of_asturias	Principality of Asturias	6440	902	3883688	1276262	27975	2523
ES	Spain	la_rioja	La Rioja	5606	872	2245972	604441	23065	842
ES	Spain	navarra	Navarra	6097	823	1535552	468194	17273	1600
ES	Spain	cantabria	Cantabria	5859	839	1179585	297110	15922	520
