region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
blekinge_county	Blekinge County	SE	Sweden	5169	718	195083	52854	1767	392
dalarna_county	Dalarna County	SE	Sweden	5526	787	976077	264501	8089	1998
gotland_county	Gotland County	SE	Sweden	4675	629	103513	20419	1112	182
gavleborg_county	Gävleborg County	SE	Sweden	5561	793	652695	198526	5533	859
halland_county	Halland County	SE	Sweden	5739	821	901156	273891	9100	2536
jamtland_county	Jämtland County	SE	Sweden	5082	705	466491	116908	4814	1655
jonkoping_county	Jönköping County	SE	Sweden	5704	810	636341	169573	5682	1379
kalmar_county	Kalmar County	SE	Sweden	5392	755	548124	131178	4696	943
kronoberg_county	Kronoberg County	SE	Sweden	5362	752	272932	60255	2322	507
norrbotten_county	Norrbotten County	SE	Sweden	5658	792	901783	268411	7142	1639
skane_county	Skåne County	SE	Sweden	6970	1095	4716426	1406378	43533	10069
stockholm_county	Stockholm County	SE	Sweden	7707	1238	18458646	6050229	138139	33560
sodermanland_county	Södermanland County	SE	Sweden	5746	832	679474	183165	6054	1606
uppsala_county	Uppsala County	SE	Sweden	6146	888	1752218	430722	11543	2731
varmland_county	Värmland County	SE	Sweden	5549	780	1885132	510308	15751	4268
vasterbotten_county	Västerbotten County	SE	Sweden	5674	792	997141	268537	9103	2351
vasternorrland_county	Västernorrland County	SE	Sweden	5335	747	372459	99452	3469	783
vastmanland_county	Västmanland County	SE	Sweden	5586	797	693113	160252	6410	1344
vastra_gotaland_county	Västra Götaland County	SE	Sweden	7121	1096	7433941	2230290	71493	16747
orebro_county	Örebro County	SE	Sweden	5567	785	1273540	352307	12466	1936
ostergotland_county	Östergötland County	SE	Sweden	5958	862	1587690	439971	14787	3251
