recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	FR	France	245	100	1413065	545144	9073	1471
rd2	Last 2 days	2019-05-25	2019-05-26	FR	France	360	136	2950888	1166054	19866	3281
rd3	Last 3 days	2019-05-24	2019-05-26	FR	France	468	159	7085831	2905676	50590	9292
rd4	Last 4 days	2019-05-23	2019-05-26	FR	France	534	173	12363838	5211916	85738	16530
rd5	Last 5 days	2019-05-22	2019-05-26	FR	France	571	179	17578472	7455808	122355	23966
rd6	Last 6 days	2019-05-21	2019-05-26	FR	France	618	181	23744189	10047062	156055	30720
rw1	Last week	2019-05-20	2019-05-26	FR	France	645	185	27653076	11713601	191555	37851
rw2	Last 2 weeks	2019-05-13	2019-05-26	FR	France	669	191	32908764	14013771	221724	44039
rw3	Last 3 weeks	2019-05-06	2019-05-26	FR	France	669	191	32908841	14013786	221725	44039
rw4	Last 4 weeks	2019-04-29	2019-05-26	FR	France	669	191	32908917	14013802	221725	44039
rm1	Last month	2019-04-27	2019-05-26	FR	France	669	191	32908917	14013802	221725	44039
rm2	Last 2 months	2019-03-28	2019-05-26	FR	France	669	191	32908917	14013802	221725	44039
rm3	Last 3 months	2019-02-26	2019-05-26	FR	France	669	191	32908917	14013802	221725	44039
rm6	Last 6 months	2019-01-01	2019-05-26	FR	France	669	191	32908917	14013802	221725	44039
