country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NL	Netherlands	f18_24	female (18-24)	5594	1316	15676291	6416102	121439	25537
NL	Netherlands	m18_24	male (18-24)	5401	1277	13989306	5715079	109026	21791
NL	Netherlands	m25_34	male (25-34)	6047	1416	11492288	4536086	91177	16571
NL	Netherlands	f25_34	female (25-34)	6369	1467	11251513	4417185	92253	17008
NL	Netherlands	f45_54	female (45-54)	5779	1371	9962288	3906420	91671	18365
NL	Netherlands	f35_44	female (35-44)	6210	1438	8989945	3553123	78274	15103
NL	Netherlands	f55_64	female (55-64)	4944	1268	8287478	3134023	80188	15818
NL	Netherlands	m45_54	male (45-54)	5407	1324	7508575	2927355	62436	10962
NL	Netherlands	m35_44	male (35-44)	5852	1380	7458202	2945269	59982	10699
NL	Netherlands	f65_	female (65+)	4437	1132	6872566	2591546	61664	12071
NL	Netherlands	m55_64	male (55-64)	4668	1230	5415883	2002144	49412	8576
NL	Netherlands	m65_	male (65+)	4246	1100	4309276	1575025	38238	6691
NL	Netherlands	f13_17	female (13-17)	847	250	2407319	1092592	5932	1117
NL	Netherlands	m13_17	male (13-17)	875	240	1833907	828448	4742	793
NL	Netherlands	u35_44	unknown (35-44)	4574	1163	118006	44710	1034	176
NL	Netherlands	u25_34	unknown (25-34)	4439	1133	94954	35471	836	136
NL	Netherlands	u45_54	unknown (45-54)	3993	1053	81531	30510	726	127
NL	Netherlands	u18_24	unknown (18-24)	3500	929	56594	21353	541	85
NL	Netherlands	u55_64	unknown (55-64)	3048	923	42569	15020	453	71
NL	Netherlands	u65_	unknown (65+)	2830	846	36232	12787	338	58
NL	Netherlands	u13_17	unknown (13-17)	491	184	8299	3759	22	3
