age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	EL	Greece	1473	333	3995916	1509936	9827	686
18_24	18-24	EL	Greece	7706	1373	56460832	22314587	165080	21417
25_34	25-34	EL	Greece	8651	1494	55301226	21222057	189910	22530
35_44	35-44	EL	Greece	8694	1481	53857422	20010179	202332	21015
45_54	45-54	EL	Greece	8485	1433	48465853	17246786	203547	17790
55_64	55-64	EL	Greece	7552	1365	34775264	11752120	157346	11660
65_	65+	EL	Greece	6762	1240	19905747	6669262	91236	6988
