advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
sp.a	sp.a	57253967150	Facebook	f	Facebook	BE	Belgium	424	1	41703539	16654985	197875	42699
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	f	Facebook	BE	Belgium	118	1	28527633	11797897	89579	22798
Vlaams Belang	Vlaams Belang	56605856504	Facebook	f	Facebook	BE	Belgium	66	1	26125934	12008000	176934	39200
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	f	Facebook	BE	Belgium	107	1	22985853	9864983	204692	47699
European Parliament		178362315106	Facebook	f	Facebook	BE	Belgium	174	1	17380399	7433002	118372	25712
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f	Facebook	BE	Belgium	114	1	11643963	5531538	45181	9299
Open Vld	Open Vld	53668151866	Facebook	f	Facebook	BE	Belgium	347	1	10564946	3875796	82148	14299
Sign for my Future		1345513882259768	Facebook	f	Facebook	BE	Belgium	75	1	8856926	3743000	65225	15400
Groen	Groen	84920854319	Facebook	f	Facebook	BE	Belgium	183	1	7822064	2766422	37503	5399
John Crombez	sp.a	264131406977201	Facebook	f	Facebook	BE	Belgium	85	1	7138914	2885999	41814	8399
Peter Mertens	PVDA	236485149843971	Facebook	f	Facebook	BE	Belgium	573	1	7073040	2059042	86327	8787
Facebook Brussels	Facebook	287739491272583	Facebook	f	Facebook	BE	Belgium	16	1	6549985	2830000	63484	16300
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	f	Facebook	BE	Belgium	80	1	5959900	2430996	116919	25999
IKEA	IKEA	112961202185776	Facebook	f	Facebook	BE	Belgium	78	1	5070907	1930992	19621	3799
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	f	Facebook	BE	Belgium	131	1	4951784	1765978	57166	12899
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	f	Facebook	BE	Belgium	107	1	4300118	1428457	27378	4797
DéFI	DéFI	173518112695794	Facebook	f	Facebook	BE	Belgium	151	1	4252627	1004943	26247	3099
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	f	Facebook	BE	Belgium	87	1	4246912	1642999	11012	600
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	f	Facebook	BE	Belgium	14	1	3649818	1529962	15484	5499
Kialo		729627343834501	Facebook	f	Facebook	BE	Belgium	372	1	3480331	1365598	26446	5874
CD&V	CD&V	52997544531	Facebook	f	Facebook	BE	Belgium	101	1	2594894	805997	18898	2500
Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	f	Facebook	BE	Belgium	13	1	2404966	990992	11586	2899
European Greens	European Greens	141366725876424	Facebook	f	Facebook	BE	Belgium	22	1	2239895	968744	14917	3758
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	f	Facebook	BE	Belgium	95	1	1972310	622813	6555	325
Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	f	Facebook	BE	Belgium	61	1	1828938	543999	9838	1499
