spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	SK	Slovakia	6424	788	61686709	15779377	481120	122
50_100	50 - 100	SK	Slovakia	6535	742	535928	150863	3365	340
100_1k	100 - 1k	SK	Slovakia	1347	335	53943378	22049041	251596	65207
1k_5k	1k - 5k	SK	Slovakia	117	41	15858340	7506638	108356	21782
5k_10k	5k - 10k	SK	Slovakia	6	5	9702	4851	260	64
10k_50k	10k - 50k	SK	Slovakia	1	1	6818	3409	303	60
