region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
alba_county	Alba County	RO	Romania	3458	693	1396452	551813	2736	478
arad_county	Arad County	RO	Romania	3644	739	2570870	923177	7289	1462
arges_county	Argeș County	RO	Romania	3402	698	869743	337369	1734	330
bacau_county	Bacău County	RO	Romania	3550	713	1557942	472538	2637	515
bihor_county	Bihor County	RO	Romania	3728	739	2491932	835577	4806	657
bistrita_nasaud_county	Bistrița-Năsăud County	RO	Romania	3304	645	817548	218857	1218	151
botosani_county	Botoșani County	RO	Romania	3166	651	276570	103189	625	78
brasov_county	Brașov County	RO	Romania	3789	759	2732740	1001889	3647	774
braila_county	Brăila County	RO	Romania	3212	650	496722	193847	1093	218
bucharest	Bucharest	RO	Romania	4759	957	23368867	9277682	50219	11717
buzau_county	Buzău County	RO	Romania	3213	654	1042121	441040	2586	647
caras_severin_county	Caraș-Severin County	RO	Romania	3258	671	922559	288124	1686	202
cluj_county	Cluj County	RO	Romania	4198	830	6897960	2710093	27406	5505
constanta_county	Constanța County	RO	Romania	3747	753	3327232	1060721	10345	1621
covasna_county	Covasna County	RO	Romania	3279	641	721088	257552	929	201
calarasi_county	Călărași County	RO	Romania	2926	615	340015	140966	634	145
dolj_county	Dolj County	RO	Romania	3498	702	3102316	1105662	5550	1620
dambovita_county	Dâmbovița County	RO	Romania	3170	663	1032014	404617	1877	409
galati_county	Galați County	RO	Romania	3547	727	2944128	1112310	10355	2366
giurgiu_county	Giurgiu County	RO	Romania	2859	593	341511	95193	974	28
gorj_county	Gorj County	RO	Romania	3074	635	1214665	414728	2295	464
harghita_county	Harghita County	RO	Romania	3405	656	2191972	595504	2594	320
hunedoara_county	Hunedoara County	RO	Romania	3430	701	1290671	481024	2584	559
ialomita_county	Ialomița County	RO	Romania	2985	632	473848	164822	720	169
iasi_county	Iași County	RO	Romania	3859	786	4263958	1409997	7840	1482
ilfov_county	Ilfov County	RO	Romania	2865	591	511166	210121	1024	307
maramures_county	Maramureș County	RO	Romania	3548	728	2066189	641012	5173	843
mehedinti_county	Mehedinți County	RO	Romania	3022	625	892705	316958	1929	303
mures_county	Mureș County	RO	Romania	3735	739	2645568	964893	3900	601
neamt_county	Neamț County	RO	Romania	3283	675	810571	362482	1987	403
