recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	LU	Luxembourg	298	70	741718	286947	3364	251
rd2	Last 2 days	2019-05-11	2019-05-12	LU	Luxembourg	333	77	1445431	569689	6337	506
rd3	Last 3 days	2019-05-10	2019-05-12	LU	Luxembourg	347	79	2134300	850881	9477	765
rd4	Last 4 days	2019-05-09	2019-05-12	LU	Luxembourg	368	82	2731767	1056920	12176	1024
rd5	Last 5 days	2019-05-08	2019-05-12	LU	Luxembourg	381	85	3357504	1269557	14923	1283
rd6	Last 6 days	2019-05-07	2019-05-12	LU	Luxembourg	409	88	3900500	1459200	18203	1544
rw1	Last week	2019-05-06	2019-05-12	LU	Luxembourg	427	93	4273335	1589303	20976	1790
rw2	Last 2 weeks	2019-04-29	2019-05-12	LU	Luxembourg	667	134	7144189	2526492	36468	2987
rw3	Last 3 weeks	2019-04-22	2019-05-12	LU	Luxembourg	866	167	8184505	2898782	42743	3485
rw4	Last 4 weeks	2019-04-15	2019-05-12	LU	Luxembourg	1108	220	8849455	3085151	47095	3883
rm1	Last month	2019-04-13	2019-05-12	LU	Luxembourg	1171	247	9210590	3186568	48860	3961
rm2	Last 2 months	2019-03-14	2019-05-12	LU	Luxembourg	2326	566	14869136	5010370	83706	6776
rm3	Last 3 months	2019-02-12	2019-05-12	LU	Luxembourg	2633	619	15943194	5296508	89392	7091
rm6	Last 6 months	2019-01-01	2019-05-12	LU	Luxembourg	2779	650	16269714	5403566	90870	7172
