country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IE	Ireland	13_17	13-17	619	219	1118059	407689	5799	311
IE	Ireland	18_24	18-24	4285	1088	18870409	7429798	109406	16990
IE	Ireland	25_34	25-34	4868	1190	14816008	5538617	99660	15488
IE	Ireland	35_44	35-44	4830	1183	11498439	4273415	81185	12478
IE	Ireland	45_54	45-54	4578	1137	7439040	2674566	53839	7916
IE	Ireland	55_64	55-64	3848	1051	3868628	1334754	28884	3945
IE	Ireland	65_	65+	3291	938	2759840	942884	20378	2892
