country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	0_50	0 - 50	2256	665	19482441	5496650	73426	3
HR	Croatia	50_100	50 - 100	2461	652	3727703	1518549	9277	1431
HR	Croatia	100_1k	100 - 1k	771	229	13466702	5973081	36408	9233
HR	Croatia	1k_5k	1k - 5k	89	32	3506690	1692471	19060	3973
HR	Croatia	5k_10k	5k - 10k	7	5	12083	5933	299	81
HR	Croatia	10k_50k	10k - 50k	1	1	7153	3576	318	63
