advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	d138	2019-05-18	UK	United Kingdom	21	1	4988482	2270000	15370	4513
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	d138	2019-05-18	UK	United Kingdom	28	1	1132485	423999	4496	1041
The Labour Party	The Labour Party	25749647410	Facebook	d138	2019-05-18	UK	United Kingdom	10	1	633328	279999	4835	1581
Conservatives	The Conservative Party	8807334278	Facebook	d138	2019-05-18	UK	United Kingdom	730	1	605423	96666	28185	77
European Parliament	European Parliament	178362315106	Facebook	d138	2019-05-18	UK	United Kingdom	3	1	574995	279998	7998	3249
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d138	2019-05-18	UK	United Kingdom	204	1	510321	93000	20506	0
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	d138	2019-05-18	UK	United Kingdom	8	1	359995	164999	7343	1620
People's Vote UK	People's Vote	748608695327755	Facebook	d138	2019-05-18	UK	United Kingdom	15	1	129160	37666	1381	173
West Midlands Conservatives	West Midlands Conservatives	223025417884693	Facebook	d138	2019-05-18	UK	United Kingdom	1	1	99999	50000	288	57
GMB Union	GMB Union	103295786760891	Facebook	d138	2019-05-18	UK	United Kingdom	5	1	84998	26999	190	0
38 Degrees	38 Degrees	200006375787	Facebook	d138	2019-05-18	UK	United Kingdom	7	1	68330	18666	343	0
Eastern Region Green Party	Eastern Region Green Party 	1635570190048987	Facebook	d138	2019-05-18	UK	United Kingdom	2	1	59998	15000	691	115
Scientists for EU	Scientists for EU	642444842524195	Facebook	d138	2019-05-18	UK	United Kingdom	1	1	49999	25000	288	57
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	d138	2019-05-18	UK	United Kingdom	15	1	42160	11833	744	0
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	d138	2019-05-18	UK	United Kingdom	2	1	41665	8333	249	38
West Midlands Labour	The Labour Party	1243222025739706	Facebook	d138	2019-05-18	UK	United Kingdom	4	1	34998	8499	229	0
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	d138	2019-05-18	UK	United Kingdom	5	1	34164	6833	267	0
InFacts	InFacts	678120165658753	Facebook	d138	2019-05-18	UK	United Kingdom	1	1	24999	4999	57	0
Alex Salmond	Slainte Media	136191876445102	Facebook	d138	2019-05-18	UK	United Kingdom	1	1	24999	4999	57	0
Scottish Green Party	Scottish Green Party	17999726169	Facebook	d138	2019-05-18	UK	United Kingdom	1	1	24999	5000	57	0
Global Optimism	Global Optimism	2062802910474026	Facebook	d138	2019-05-18	UK	United Kingdom	1	1	24999	4999	57	0
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	d138	2019-05-18	UK	United Kingdom	1	1	24999	5000	288	57
School Cuts	National Education Union	871798409656672	Facebook	d138	2019-05-18	UK	United Kingdom	7	1	23997	4666	267	0
Scottish Labour Party	Scottish Labour Party	310039442421596	Facebook	d138	2019-05-18	UK	United Kingdom	3	1	23332	6666	268	38
London Green Party	London Green Party	175350485880358	Facebook	d138	2019-05-18	UK	United Kingdom	9	1	22495	4500	515	0
