country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LV	Latvia	f	female	2270	578	9663395	3320629	48184	5036
LV	Latvia	m	male	2110	563	7949393	2763159	36932	4375
LV	Latvia	u	unknown	1974	523	45021	15726	228	28
