country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	d132	2019-05-12	1663	315	5949752	1797328	54505	13209
SE	Sweden	d131	2019-05-11	1707	321	5512865	1727702	51492	12867
SE	Sweden	d130	2019-05-10	1760	317	6752245	2192168	66402	15864
SE	Sweden	d129	2019-05-09	1654	292	6359449	2071879	64737	18247
SE	Sweden	d128	2019-05-08	1500	273	5112367	1682456	50812	11518
SE	Sweden	d127	2019-05-07	1395	246	3796249	1192538	31993	7484
SE	Sweden	d126	2019-05-06	1272	246	3167778	976920	25367	6175
SE	Sweden	d125	2019-05-05	1207	245	3468805	1155667	27153	6459
SE	Sweden	d124	2019-05-04	1151	244	3329129	1107193	25736	6089
SE	Sweden	d123	2019-05-03	1219	256	3959111	1340394	27049	6815
SE	Sweden	d122	2019-05-02	995	244	2048839	706421	15258	3691
SE	Sweden	d121	2019-05-01	878	250	1478275	467801	12371	3234
SE	Sweden	d120	2019-04-30	1103	272	1785414	564727	14632	3767
SE	Sweden	d119	2019-04-29	1112	260	1722435	544051	13816	3605
SE	Sweden	d118	2019-04-28	1006	248	1298908	448340	10955	2947
SE	Sweden	d117	2019-04-27	976	240	1140064	390657	9630	2472
SE	Sweden	d116	2019-04-26	1040	251	1204662	397577	9847	2470
SE	Sweden	d115	2019-04-25	932	251	850940	285224	7959	1974
SE	Sweden	d114	2019-04-24	858	237	695600	230257	5947	1526
SE	Sweden	d113	2019-04-23	870	245	1031590	363184	6880	1679
SE	Sweden	d112	2019-04-22	836	240	608953	217959	4572	1222
SE	Sweden	d111	2019-04-21	872	249	842645	303508	6331	1732
SE	Sweden	d110	2019-04-20	873	260	969161	357205	6912	1942
SE	Sweden	d109	2019-04-19	902	270	861517	306190	5906	1538
SE	Sweden	d108	2019-04-18	918	282	827012	290351	5673	1479
SE	Sweden	d107	2019-04-17	929	301	830796	294466	5881	1512
SE	Sweden	d106	2019-04-16	992	321	862567	286830	7198	1800
SE	Sweden	d105	2019-04-15	1085	352	2642457	1007352	15100	4404
