advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	f	female	4997	1	6934339	1218339	253310	0
European Parliament	European Parliament	178362315106	Facebook	f	female	39	1	5440495	2359066	29248	8168
Gouvernement	Gouvernement	392341217527576	Facebook	f	female	30	1	2466805	984932	4294	1003
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	f	female	21	1	2291372	1045928	7938	2376
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	f	female	28	1	1986021	748849	7423	1953
Fidesz	Fidesz	9844779306	Facebook	f	female	18	1	1634345	746943	7625	3383
FDP	FDP	21289227249	Facebook	f	female	577	1	1392219	232643	40005	51
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f	female	847	1	1337850	226398	50292	104
Avaaz	Avaaz	8340223883	Facebook	f	female	10	1	1307157	515563	2152	569
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f	female	65	1	1029215	394642	2611	852
The Labour Party	The Labour Party	25749647410	Facebook	f	female	10	1	945062	416476	7413	2296
Conservatives	The Conservative Party	8807334278	Facebook	f	female	730	1	867028	139702	39570	88
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	f	female	37	1	807191	291957	2422	177
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	f	female	3	1	761107	304624	7609	1518
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	f	female	6	1	760837	313978	2548	503
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	f	female	5	1	741502	311551	1719	377
INBOX	New Digital Media	369693523475596	Facebook	f	female	15	1	698344	305225	876	73
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	f	female	4	1	698263	284662	2335	921
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	f	female	5	1	655863	278400	1338	267
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	f	female	621	1	653664	8546	61389	0
Vlaams Belang	Vlaams Belang	56605856504	Facebook	f	female	9	1	651039	315628	8561	3121
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	f	female	36	1	593451	132119	7652	1535
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	f	female	3	1	555464	277732	2963	705
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f	female	241	1	497874	111147	14802	0
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f	female	34	1	488715	144636	1811	0
