advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	Facebook	LV	Latvia	43	1	3284968	1365580	16316	3258
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	f	Facebook	LV	Latvia	45	1	2483813	963968	6454	499
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	f	Facebook	LV	Latvia	169	1	2457656	548149	16453	0
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	f	Facebook	LV	Latvia	33	1	1665965	644999	6966	1200
Roberts Zīle	Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"	508959865842254	Facebook	f	Facebook	LV	Latvia	21	1	1611967	654994	4878	700
PROGRESĪVIE		184096511636333	Facebook	f	Facebook	LV	Latvia	25	1	1489203	603323	3419	249
European Greens		141366725876424	Facebook	f	Facebook	LV	Latvia	31	1	1107896	438805	2714	479
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	f	Facebook	LV	Latvia	20	1	988967	382993	4379	599
Ijabs Ivars		345347539390006	Facebook	f	Facebook	LV	Latvia	9	1	977268	434696	2844	498
Attīstībai / Par	partiju apvienība "Attīstībai/Par!"	634097313600056	Facebook	f	Facebook	LV	Latvia	12	1	812971	344991	3187	499
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	f	Facebook	LV	Latvia	13	1	769986	249999	2486	299
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	f	Facebook	LV	Latvia	22	1	701752	175951	3373	299
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	f	Facebook	LV	Latvia	14	1	661986	195000	2185	200
Aleksejs Loskutovs	Aleksejs Loskutovs	541229793055345	Facebook	f	Facebook	LV	Latvia	32	1	623789	144962	3484	98
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	f	Facebook	LV	Latvia	7	1	509993	195000	1893	300
Kialo		729627343834501	Facebook	f	Facebook	LV	Latvia	345	1	470436	188991	3038	734
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	f	Facebook	LV	Latvia	5	1	299995	89999	2495	499
Rihards Kols	Rihards Kols	960297957323800	Facebook	f	Facebook	LV	Latvia	9	1	230991	52000	891	0
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	f	Facebook	LV	Latvia	5	1	219995	80000	895	100
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	f	Facebook	LV	Latvia	7	1	215993	73000	1493	200
Krišjānis Feldmans	Jaunā konservatīvā partija	731540813660862	Facebook	f	Facebook	LV	Latvia	7	1	214956	42992	692	0
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	f	Facebook	LV	Latvia	6	1	169994	37000	994	100
Inese Vaidere	Vaidere Inese	779811265442970	Facebook	f	Facebook	LV	Latvia	4	1	159996	35000	796	100
Sandra Kalniete	Sandra Kalniete	363128980541199	Facebook	f	Facebook	LV	Latvia	4	1	154995	30999	395	0
Mocek		150722025287146	Facebook	f	Facebook	LV	Latvia	2	1	149749	59945	175	0
