advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Commission	European Commission	107898832590939	Facebook	25_34	25-34	LT	Lithuania	28	1	636130	258850	1351	428
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	25_34	25-34	LT	Lithuania	10	1	630614	298635	2817	628
Darbo partija	Darbo partija	264116120225	Facebook	25_34	25-34	LT	Lithuania	22	1	503961	207219	1518	402
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	25_34	25-34	LT	Lithuania	17	1	500000	221577	1776	316
Waldemar Tomaszewski / Valdemar Tomaševski	Zacharevic Raimund	169414316438308	Facebook	25_34	25-34	LT	Lithuania	4	1	467360	186944	933	467
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	25_34	25-34	LT	Lithuania	28	1	466218	143495	1123	87
Lemiamas šuolis	Rinkimų komitetas "Lemiamas šuolis"	993853767374212	Facebook	25_34	25-34	LT	Lithuania	24	1	387745	139561	1744	329
European Parliament	European Parliament	178362315106	Facebook	25_34	25-34	LT	Lithuania	16	1	317517	142974	1225	308
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	25_34	25-34	LT	Lithuania	17	1	302783	118714	1075	156
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	25_34	25-34	LT	Lithuania	14	1	232937	90288	1364	346
European Greens	European Greens	141366725876424	Facebook	25_34	25-34	LT	Lithuania	5	1	156362	77233	793	157
Europos Parlamento biuras Lietuvoje	Europos Parlamento biuras Lietuvoje	188014250186	Facebook	25_34	25-34	LT	Lithuania	10	1	151149	30170	401	0
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	25_34	25-34	LT	Lithuania	8	1	135096	59892	716	139
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	25_34	25-34	LT	Lithuania	28	1	131012	57225	912	96
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	25_34	25-34	LT	Lithuania	14	1	78005	17194	294	0
Rolandas Paksas	Kasparas Bertasius	171037809735454	Facebook	25_34	25-34	LT	Lithuania	1	1	52202	26101	130	26
Aristokratas	Aristokratas	490015198110181	Facebook	25_34	25-34	LT	Lithuania	3	1	42646	16843	80	0
Arūnas Dudėnas	Lietuvos socialdemokratų partija - LSDP	554826057990355	Facebook	25_34	25-34	LT	Lithuania	3	1	40235	8047	79	0
Audronius Ažubalis	Open Agency	348857818489874	Facebook	25_34	25-34	LT	Lithuania	1	1	32441	16220	161	32
Lietuvos žaliųjų partija - #NEvalstiečiai	Lietuvos žaliųjų partija	300771660032648	Facebook	25_34	25-34	LT	Lithuania	6	1	25751	6138	150	0
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	25_34	25-34	LT	Lithuania	2	1	23601	4720	46	0
Petras Auštrevičius	Lietuvos Respublikos liberalų sąjūdžio rinkimų sąskaita	1482024028702535	Facebook	25_34	25-34	LT	Lithuania	7	1	22803	5072	123	0
prof. dr. Vytautas Radžvilas	prof. dr. Vytautas Radžvilas	62378591336	Facebook	25_34	25-34	LT	Lithuania	7	1	20580	4649	121	14
Robertas Šarknickas	LVŽS	880209082011396	Facebook	25_34	25-34	LT	Lithuania	5	1	18877	3775	67	0
ES karta		178332742209259	Facebook	25_34	25-34	LT	Lithuania	1	1	17582	3516	34	0
Tatjana Babrauskienė	LVŽS	1101509610035530	Facebook	25_34	25-34	LT	Lithuania	3	1	14834	2937	43	0
Ką dirba europarlamentarai?		288367285442553	Facebook	25_34	25-34	LT	Lithuania	2	1	12470	2486	25	0
Liberalai	Liberalai	81004804444	Facebook	25_34	25-34	LT	Lithuania	7	1	12440	4975	164	0
Dovilas Petkus	Katelynas Martynas	666697733748899	Facebook	25_34	25-34	LT	Lithuania	1	1	10955	2191	21	0
Tvarka ir teisingumas		710021502499530	Facebook	25_34	25-34	LT	Lithuania	1	1	9385	1877	16	0
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	25_34	25-34	LT	Lithuania	2	1	7532	1506	14	0
Žilvinas Galimovas	Lietuvos Respublikos liberalų sąjūdžio rinkiminės kampanijos sąskaita	312983092825274	Facebook	25_34	25-34	LT	Lithuania	8	1	5845	1660	99	0
ALDE Party – Liberals and Democrats for Europe	ALDE Party – Liberals and Democrats for Europe	262681199589	Facebook	25_34	25-34	LT	Lithuania	3	1	5449	2487	11	3
Sėdmaišiai	Januskeviciute Ugne	886204424824329	Facebook	25_34	25-34	LT	Lithuania	4	1	5020	874	150	0
Marius Pareščius	Rinkimų komitetas "Lemiamas Šuolis"	462284527297492	Facebook	25_34	25-34	LT	Lithuania	1	1	4468	2234	44	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	25_34	25-34	LT	Lithuania	4	1	2806	1090	5	1
Rasa Budbergytė	Lietuvos socialdemokratų partija LSDP	494308010764451	Facebook	25_34	25-34	LT	Lithuania	1	1	936	468	9	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	25_34	25-34	LT	Lithuania	5	1	618	214	2	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	25_34	25-34	LT	Lithuania	1	1	547	273	1	0
Vote for a Woman / Stem op een Vrouw		1329572193784367	Facebook	25_34	25-34	LT	Lithuania	2	1	454	90	0	0
Новая газета - Балтия		1621184981486423	Facebook	25_34	25-34	LT	Lithuania	1	1	217	43	0	0
ANTICLIMBERS		1008414972688083	Facebook	25_34	25-34	LT	Lithuania	1	1	180	36	0	0
CRIF		395919323779707	Facebook	25_34	25-34	LT	Lithuania	1	1	139	69	0	0
LVŽS Kaunas		337391493109248	Facebook	25_34	25-34	LT	Lithuania	1	1	110	0	10	0
Europe Thinx		335839580440114	Facebook	25_34	25-34	LT	Lithuania	1	1	85	17	0	0
Eurozine		115579498521257	Facebook	25_34	25-34	LT	Lithuania	1	1	63	12	1	0
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	25_34	25-34	LT	Lithuania	2	1	24	10	0	0
Baiba Rubesa	Partiju apvienība Attīstībai/Par!	557368648087077	Facebook	25_34	25-34	LT	Lithuania	8	1	20	4	0	0
ETUC		129041250601685	Facebook	25_34	25-34	LT	Lithuania	1	1	12	2	0	0
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	25_34	25-34	LT	Lithuania	1	1	7	1	0	0
Big News Buzz		125179374733697	Facebook	25_34	25-34	LT	Lithuania	1	1	7	3	0	0
ITUC		20556338116	Facebook	25_34	25-34	LT	Lithuania	2	1	5	0	0	0
Tomasz Frankowski	KWW Koalicja Europejska PO PSL SLD .N Zieloni	2273340699395517	Facebook	25_34	25-34	LT	Lithuania	2	1	4	0	0	0
Beata Jonite	Jonite Beata	245261032767933	Facebook	25_34	25-34	LT	Lithuania	2	1	4	1	0	0
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości	612725748801524	Facebook	25_34	25-34	LT	Lithuania	1	1	2	0	0	0
Justice for Daphne Caruana Galizia		245601565462724	Facebook	25_34	25-34	LT	Lithuania	2	1	1	0	0	0
MN Benito		1273446302821491	Facebook	25_34	25-34	LT	Lithuania	1	1	1	0	0	0
EiendomsMegler 1 Hamar		1629418810634981	Facebook	25_34	25-34	LT	Lithuania	1	1	0	0	0	0
نداء الحرب 3: امبراطورية الفولاذ		1896641773933197	Facebook	25_34	25-34	LT	Lithuania	1	1	0	0	0	0
Jacek Protas	KKW Koalicja Europejska PO PSL SLD .N Zieloni 	130955346972893	Facebook	25_34	25-34	LT	Lithuania	1	1	0	0	0	0
The Years Project	The Years Project	168876449866088	Facebook	25_34	25-34	LT	Lithuania	1	1	0	0	0	0
Tom MacDonald		212732770186	Facebook	25_34	25-34	LT	Lithuania	1	1	0	0	0	0
