country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SI	Slovenia	f	female	2710	641	9410734	3508648	49896	6013
SI	Slovenia	m	male	2551	631	11744178	4113756	62247	6843
SI	Slovenia	u	unknown	2405	592	168269	60968	905	110
