gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	SI	Slovenia	512	80	6180381	2142820	33473	4244
m	male	SI	Slovenia	508	79	7576532	2502906	38343	3836
u	unknown	SI	Slovenia	494	76	102533	34261	545	59
