advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	m	male	SI	Slovenia	24	1	1536518	698239	6603	1481
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	m	male	SI	Slovenia	153	1	1529931	380976	8498	0
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	m	male	SI	Slovenia	11	1	869030	344619	2096	359
Franc Bogovič	Slovenska ljudska stranka (SLS)	288826994603012	Facebook	m	male	SI	Slovenia	33	1	662487	149882	1918	0
European Greens	European Greens	141366725876424	Facebook	m	male	SI	Slovenia	6	1	584401	246526	6516	1429
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	m	male	SI	Slovenia	21	1	277818	66562	1217	0
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	m	male	SI	Slovenia	23	1	252390	56589	1680	96
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	m	male	SI	Slovenia	11	1	223249	50826	806	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	m	male	SI	Slovenia	11	1	222926	98185	653	91
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	m	male	SI	Slovenia	6	1	150319	31516	681	67
Časopis Slovenec	Slovenska ljudska stranka (SLS)	240130223029252	Facebook	m	male	SI	Slovenia	6	1	134452	28372	380	0
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	m	male	SI	Slovenia	4	1	132339	64383	812	126
Povežimo se	Povežimo se	1212524292238625	Facebook	m	male	SI	Slovenia	13	1	109738	23338	476	0
SAB - Stranka Alenke Bratušek	SAB - Stranka Alenke Bratušek	242210245976248	Facebook	m	male	SI	Slovenia	3	1	100717	20143	199	0
Patricija Šulin	SDS - Slovenska demokratska stranka	1541413339429015	Facebook	m	male	SI	Slovenia	10	1	97447	33448	862	47
European Commission	European Commission	107898832590939	Facebook	m	male	SI	Slovenia	22	1	88376	42203	152	41
Levica	Levica	285304408294792	Facebook	m	male	SI	Slovenia	11	1	71697	14224	742	0
Igor Šoltes	DeSUS - Demokratična stranka upokojencev Slovenije	1391043027849612	Facebook	m	male	SI	Slovenia	4	1	59560	14599	188	0
Romana Tomc	SDS - Slovenska demokratska stranka	1025408990823719	Facebook	m	male	SI	Slovenia	3	1	51997	10000	297	0
Matjaž Nemec	Socialni demokrati (SD)	642148249206716	Facebook	m	male	SI	Slovenia	6	1	51972	13731	367	0
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	m	male	SI	Slovenia	6	1	46499	12796	322	0
DOM - Domovinska liga		571044543390810	Facebook	m	male	SI	Slovenia	2	1	44503	11648	160	0
Neva Grašič	Socialni demokrati (SD)	2235496013147745	Facebook	m	male	SI	Slovenia	5	1	41520	10189	264	0
Stranka SMC		1510216172561389	Facebook	m	male	SI	Slovenia	1	1	38111	7622	75	0
Zeleni Slovenije	Škof Nejc	259753617393616	Facebook	m	male	SI	Slovenia	2	1	33181	6543	372	65
