country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	w019	Week 19	2019-05-06	2019-05-12	431	76	6420908	2096778	41762	4434
EE	Estonia	w018	Week 18	2019-04-29	2019-05-05	332	83	3987060	1520922	26010	4604
EE	Estonia	w017	Week 17	2019-04-22	2019-04-28	293	80	474105	145998	1956	132
EE	Estonia	w016	Week 16	2019-04-15	2019-04-21	302	95	920771	339038	3481	366
EE	Estonia	w015	Week 15	2019-04-08	2019-04-14	400	151	569676	173338	3498	208
EE	Estonia	w014	Week 14	2019-04-01	2019-04-07	324	148	420208	137838	2366	134
EE	Estonia	w013	Week 13	2019-03-25	2019-03-31	254	125	381233	136682	1667	242
EE	Estonia	w012	Week 12	2019-03-18	2019-03-24	246	115	509265	185708	2674	411
EE	Estonia	w011	Week 11	2019-03-11	2019-03-17	152	68	220081	81312	1188	186
EE	Estonia	w010	Week 10	2019-03-04	2019-03-10	172	59	241253	82636	868	41
EE	Estonia	w009	Week 9	2019-02-25	2019-03-03	98	47	339438	115869	1530	83
EE	Estonia	w008	Week 8	2019-02-18	2019-02-24	89	45	233363	78165	1158	92
EE	Estonia	w007	Week 7	2019-02-11	2019-02-17	58	35	119781	44036	610	42
EE	Estonia	w006	Week 6	2019-02-04	2019-02-10	55	28	123117	30771	563	9
EE	Estonia	w005	Week 5	2019-01-28	2019-02-03	65	25	30081	10243	355	2
EE	Estonia	w004	Week 4	2019-01-21	2019-01-27	53	19	23003	6096	571	0
EE	Estonia	w003	Week 3	2019-01-14	2019-01-20	65	23	34345	12381	566	17
EE	Estonia	w002	Week 2	2019-01-07	2019-01-13	45	19	45590	10496	435	0
EE	Estonia	w001	Week 1	2019-01-01	2019-01-06	30	12	39196	9895	445	1
