recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	LV	Latvia	213	60	664487	223036	3164	173
rd2	Last 2 days	2019-05-15	2019-05-16	LV	Latvia	227	64	1451782	487045	6612	362
rd3	Last 3 days	2019-05-14	2019-05-16	LV	Latvia	246	66	2338492	773861	9904	553
rd4	Last 4 days	2019-05-13	2019-05-16	LV	Latvia	275	68	3142039	1050515	12747	758
rd5	Last 5 days	2019-05-12	2019-05-16	LV	Latvia	294	69	3857222	1315133	15291	987
rd6	Last 6 days	2019-05-11	2019-05-16	LV	Latvia	326	72	4606967	1589494	17913	1216
rw1	Last week	2019-05-10	2019-05-16	LV	Latvia	335	75	5276822	1831042	20238	1444
rw2	Last 2 weeks	2019-05-03	2019-05-16	LV	Latvia	467	106	9760488	3598673	41289	4204
rw3	Last 3 weeks	2019-04-26	2019-05-16	LV	Latvia	672	147	13668678	4939503	60871	7422
rw4	Last 4 weeks	2019-04-19	2019-05-16	LV	Latvia	839	185	14754163	5271973	66341	8047
rm1	Last month	2019-04-17	2019-05-16	LV	Latvia	860	196	15035560	5346712	68103	8166
rm2	Last 2 months	2019-03-18	2019-05-16	LV	Latvia	1733	452	19221563	6753088	86819	9612
rm3	Last 3 months	2019-02-16	2019-05-16	LV	Latvia	2007	513	21234979	7463738	93437	10138
rm6	Last 6 months	2019-01-01	2019-05-16	LV	Latvia	2141	547	21319897	7495752	93973	10186
