impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	BG	Bulgaria	436	183	131577	0	12172	1
1k_5k	1k - 5k	BG	Bulgaria	660	271	962495	192537	18052	0
5k_10k	5k - 10k	BG	Bulgaria	381	214	1014907	507504	9600	12
10k_50k	10k - 50k	BG	Bulgaria	860	304	10489011	2097844	24713	1274
50k_100k	50k - 100k	BG	Bulgaria	231	118	3508291	1754163	9169	1528
100k_200k	100k - 200k	BG	Bulgaria	174	79	5187592	2593808	11526	2869
200k_500k	200k - 500k	BG	Bulgaria	132	69	8896916	3558773	22548	5744
500k_1m	500k - 1m	BG	Bulgaria	60	40	5227938	2613972	8994	2920
