country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EL	Greece	d133	2019-05-13	792	227	4580404	1608403	21255	1512
EL	Greece	d132	2019-05-12	1029	256	9864565	3758855	34023	2947
EL	Greece	d131	2019-05-11	1082	273	9783395	3694817	33856	2701
EL	Greece	d130	2019-05-10	1063	267	8606936	3099364	31215	2600
EL	Greece	d129	2019-05-09	948	253	7231791	2611905	26098	1974
EL	Greece	d128	2019-05-08	928	248	8073450	3001875	29993	2382
EL	Greece	d127	2019-05-07	823	236	6527106	2484377	24493	2434
EL	Greece	d126	2019-05-06	730	215	5364674	1932615	20699	2025
EL	Greece	d125	2019-05-05	724	207	6192820	2269519	20831	2283
EL	Greece	d124	2019-05-04	906	205	7253640	2624115	28467	2700
EL	Greece	d123	2019-05-03	908	219	5757145	2125372	23779	2274
EL	Greece	d122	2019-05-02	883	206	5109216	1824245	20864	1741
EL	Greece	d121	2019-05-01	751	187	3594634	1343019	15074	1241
EL	Greece	d120	2019-04-30	877	195	3823757	1379965	16066	1376
EL	Greece	d119	2019-04-29	852	203	3810457	1405569	15621	1720
EL	Greece	d118	2019-04-28	782	195	2514245	915761	11000	1062
EL	Greece	d117	2019-04-27	756	206	3675865	1355261	15288	1836
EL	Greece	d116	2019-04-26	829	218	4099873	1505546	18405	2157
EL	Greece	d115	2019-04-25	807	221	4513670	1721035	15802	1302
EL	Greece	d114	2019-04-24	733	223	2398906	761747	11965	591
EL	Greece	d113	2019-04-23	797	223	5273104	1855326	18860	1441
EL	Greece	d112	2019-04-22	710	217	6460301	2516434	28469	3939
EL	Greece	d111	2019-04-21	631	203	6033463	2392857	23768	4156
EL	Greece	d110	2019-04-20	602	211	2233374	730368	7710	630
EL	Greece	d109	2019-04-19	621	219	2694865	944854	9429	991
EL	Greece	d108	2019-04-18	603	217	1991470	700268	6951	549
EL	Greece	d107	2019-04-17	580	219	2036569	686260	7829	724
EL	Greece	d106	2019-04-16	597	218	2043845	781070	8625	1062
EL	Greece	d105	2019-04-15	679	246	2411290	889044	9134	918
EL	Greece	d104	2019-04-14	717	258	3037975	1154686	12271	1361
