advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	45_54	45-54	SK	Slovakia	208	1	1038448	367497	6569	961
European Parliament		178362315106	Facebook	45_54	45-54	SK	Slovakia	50	1	775739	371939	4409	868
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	45_54	45-54	SK	Slovakia	1159	1	725682	132715	25639	0
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	45_54	45-54	SK	Slovakia	76	1	586331	243932	3205	770
Maroš Šefčovič		245361515516655	Facebook	45_54	45-54	SK	Slovakia	33	1	555879	221083	2848	539
Miroslav Žiak		396331590493376	Facebook	45_54	45-54	SK	Slovakia	120	1	536235	119492	2999	26
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	45_54	45-54	SK	Slovakia	223	1	505123	132662	3661	277
NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	45_54	45-54	SK	Slovakia	46	1	498774	180197	2636	304
Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	45_54	45-54	SK	Slovakia	63	1	475574	191790	2456	650
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	45_54	45-54	SK	Slovakia	64	1	439506	147894	3688	833
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	45_54	45-54	SK	Slovakia	133	1	415467	135683	1725	88
Ivan ŠTEFANEC		324560137683033	Facebook	45_54	45-54	SK	Slovakia	37	1	379616	161129	1717	365
Michal Wiezik - SPOLU za zelenú Európu	SPOLU - občianska demokracia	2631817786833672	Facebook	45_54	45-54	SK	Slovakia	27	1	351517	142850	1652	326
Peter Puškár	Puskar Peter	299027620531773	Facebook	45_54	45-54	SK	Slovakia	90	1	318037	95659	1988	177
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	45_54	45-54	SK	Slovakia	54	1	311129	82290	1692	141
Plamienok n.o.		174988447418	Facebook	45_54	45-54	SK	Slovakia	6	1	271302	115607	467	138
ĽUBOŠ BLAHA	ĽUBOŠ BLAHA	2047997592105476	Facebook	45_54	45-54	SK	Slovakia	58	1	263828	81916	1335	36
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	45_54	45-54	SK	Slovakia	136	1	262249	80445	2494	296
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	45_54	45-54	SK	Slovakia	169	1	255937	67060	2163	89
OBYČAJNÍ ĽUDIA a nezávislé osobnosti	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	150674111712306	Facebook	45_54	45-54	SK	Slovakia	17	1	249898	107791	1336	431
Norbert Kurilla	Most-Híd (Híd-Most)	355021862017547	Facebook	45_54	45-54	SK	Slovakia	33	1	244168	94981	1726	510
Miroslav Beblavý SPOLU - občianska demokracia	SPOLU - občianska demokracia	312985238719495	Facebook	45_54	45-54	SK	Slovakia	61	1	227158	69972	1079	35
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	45_54	45-54	SK	Slovakia	61	1	221271	66308	1062	75
Sme rodina	Sme rodina	600235073447674	Facebook	45_54	45-54	SK	Slovakia	7	1	219987	98549	332	114
Milan Uhrík - poslanec NR SR	Kotleba - Ľudová strana Naše Slovensko	193258414360612	Facebook	45_54	45-54	SK	Slovakia	8	1	212643	91089	1856	393
