advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	DE	Germany	4999	1	13337000	2324999	494901	0
FDP	FDP	21289227249	Facebook	DE	Germany	860	1	2859139	460999	86339	300
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	DE	Germany	855	1	2327144	397999	85444	200
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	DE	Germany	3	1	1009997	405000	10097	2000
European Parliament	European Parliament	178362315106	Facebook	DE	Germany	1	1	999996	499998	4998	999
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	DE	Germany	24	1	613976	239000	4376	500
Party of the European Left	Franziska Laskowski	160598290012	Facebook	DE	Germany	1	1	499998	199999	498	99
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	DE	Germany	2	1	399997	199999	1497	600
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	DE	Germany	10	1	276990	60999	1390	100
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	DE	Germany	148	1	238851	25999	14651	0
Bayernpartei	Bayernpartei	78309442751	Facebook	DE	Germany	7	1	215992	45999	2292	399
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	DE	Germany	3	1	199997	70000	1497	300
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	DE	Germany	6	1	160993	31999	1793	299
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	DE	Germany	7	1	130992	31999	1092	100
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	DE	Germany	4	1	110629	24922	395	0
Peter Gillo	Peter Gillo	578310722649724	Facebook	DE	Germany	3	1	109997	25000	1097	200
ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	DE	Germany	3	1	100997	20000	297	0
ver.di	la red	252085013582	Facebook	DE	Germany	1	1	99999	50000	999	500
FDP Hessen	FDP Hessen	188188564583	Facebook	DE	Germany	2	1	99998	20000	198	0
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	DE	Germany	2	1	99997	19999	997	199
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	DE	Germany	2	1	99997	19999	197	0
Greenpeace Deutschland	Greenpeace Deutschland	22541752487	Facebook	DE	Germany	16	1	72983	17000	1584	0
DIE LINKE	DIE LINKE	47694585682	Facebook	DE	Germany	4	1	69995	16999	795	99
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	DE	Germany	8	1	69992	15999	792	0
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	DE	Germany	4	1	60996	12000	396	0
Junge Liberale JuLis Bayern	Junge Liberale Bayern e.V.	109135205793336	Facebook	DE	Germany	2	1	59998	15000	198	0
Fridays For Future Münster	Fridays for Future	1212444868905059	Facebook	DE	Germany	3	1	59997	12000	297	0
Landtag Rheinland-Pfalz	Landtag Rheinland-Pfalz	1339267256128796	Facebook	DE	Germany	2	1	59988	14998	597	99
European Free Alliance	European Free Alliance	46708306425	Facebook	DE	Germany	2	1	50998	10000	1098	500
Delara Burkhardt	SPD Schleswig-Holstein	260587924600836	Facebook	DE	Germany	1	1	49999	10000	99	0
Angelika Niebler	Angelika Niebler	183448258342806	Facebook	DE	Germany	1	1	49999	10000	99	0
SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	DE	Germany	1	1	49999	10000	99	0
Partei Demokratie Direkt	Lukas Michael Knecht	289988518287493	Facebook	DE	Germany	1	1	49999	10000	99	0
BÜNDNIS 90/DIE GRÜNEN Sachsen-Anhalt	BÜNDNIS 90/DIE GRÜNEN Sachsen-Anhalt	106637900016	Facebook	DE	Germany	1	1	49999	10000	99	0
GRÜNE Bonn	BÜNDNIS 90 / DIE GRÜNEN Kreisverband Bonn	337333856328097	Facebook	DE	Germany	1	1	49999	10000	98	0
FDP Bayern	FDP Bayern	350558562311	Facebook	DE	Germany	1	1	49998	10000	99	0
SPD Dresden	SPD Dresden	57318667478	Facebook	DE	Germany	27	1	46973	5000	2673	0
DIE LINKE. Berlin-Mitte	Andreas Böttger	118337308237499	Facebook	DE	Germany	6	1	44994	18000	594	0
Katarina Barley	SPD	1522202731410785	Facebook	DE	Germany	12	1	43987	8000	1187	0
SPD	SPD	47930567748	Facebook	DE	Germany	20	1	43980	6000	1980	0
FDP Bremen	FDP Bremen	152934608113175	Facebook	DE	Germany	15	1	34985	5000	1485	0
Sven Giegold	Sven Giegold	1391306014465513	Facebook	DE	Germany	3	1	29997	15000	297	0
CDU Hamburg-Nord	CDU Hamburg-Nord	685221951523894	Facebook	DE	Germany	29	1	28971	0	2871	0
Barbara Meyer-Gluche	B90/Grüne Saarbrücken	183342321839259	Facebook	DE	Germany	5	1	25987	7996	494	0
Grüne Jugend Freiburg	Grüne Jugend Freiburg	258738124139670	Facebook	DE	Germany	22	1	25978	1000	2178	0
Ralf Lottermann - Für den Wormser Stadtrat	Ralf Lottermann	364491737725008	Facebook	DE	Germany	3	1	24997	11000	297	0
Grüne Mannheim	BÜNDNIS 90/DIE GRÜNEN Kreisverband Mannheim	123290727868673	Facebook	DE	Germany	5	1	21995	7000	495	0
SPD Wandsbek	Andre Schneider	182588003457	Facebook	DE	Germany	18	1	21982	1000	1782	0
FDP Fraktion Bundestag	Fraktion der Freien Demokraten	341486659645594	Facebook	DE	Germany	4	1	20995	6999	395	0
Arbeitnehmer und Rentner Union ARU	Peter Otto Arthur Rippler 	408239062653173	Facebook	DE	Germany	3	1	19997	7000	297	0
Grüne Jugend Baden-Württemberg	GRÜNE JUGEND Baden-Württemberg	139278729445697	Facebook	DE	Germany	6	1	17994	3000	594	0
AfD Rheinland-Pfalz	AfD Rheinland-Pfalz	162707793881819	Facebook	DE	Germany	10	1	17990	2000	990	0
