advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Plan International Sverige		382243262003	Facebook	u	unknown	SE	Sweden	315	1	249009	82279	2015	483
Centerpartiet	Centerpartiet	12690894340	Facebook	u	unknown	SE	Sweden	208	1	88728	32553	1173	273
Fotografiska Stockholm		142320852554	Facebook	u	unknown	SE	Sweden	10	1	86216	37677	61	14
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	u	unknown	SE	Sweden	318	1	82249	22905	527	120
Vattenfall Sverige		608975645850217	Facebook	u	unknown	SE	Sweden	28	1	70434	32457	912	258
Rädda Barnen		72659261793	Facebook	u	unknown	SE	Sweden	81	1	68908	20759	719	165
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	u	unknown	SE	Sweden	14	1	67917	28901	585	124
Facebook Nordic	Facebook	334318366655425	Facebook	u	unknown	SE	Sweden	5	1	57803	28743	266	53
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	u	unknown	SE	Sweden	37	1	54520	23063	607	165
Liberalerna	Liberalerna	132266740623	Facebook	u	unknown	SE	Sweden	95	1	53286	20518	325	85
Sverige för UNHCR		643137272398136	Facebook	u	unknown	SE	Sweden	73	1	51088	16018	343	85
En bättre framtid		1173808162671999	Facebook	u	unknown	SE	Sweden	49	1	50009	17435	511	129
EU-kommissionen i Sverige		155824787799	Facebook	u	unknown	SE	Sweden	20	1	46808	22480	207	50
European Greens		141366725876424	Facebook	u	unknown	SE	Sweden	49	1	44370	19635	690	169
Röda Korset		111630258867610	Facebook	u	unknown	SE	Sweden	51	1	42586	12345	170	58
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	u	unknown	SE	Sweden	28	1	37574	12562	345	134
Moderaterna	Moderaterna	7719591155	Facebook	u	unknown	SE	Sweden	143	1	37567	9660	348	83
European Commission		107898832590939	Facebook	u	unknown	SE	Sweden	16	1	36487	16553	271	79
Syre		1531320107133721	Facebook	u	unknown	SE	Sweden	64	1	32442	8067	409	113
Saco	Saco	133910158381	Facebook	u	unknown	SE	Sweden	41	1	30483	6406	180	45
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	u	unknown	SE	Sweden	99	1	29244	8748	236	68
Jörgen Warborn EU-kandidat		56002955332	Facebook	u	unknown	SE	Sweden	94	1	28047	7240	299	74
Unionen		175656912484553	Facebook	u	unknown	SE	Sweden	32	1	27048	10772	273	77
Skandia		139767876088719	Facebook	u	unknown	SE	Sweden	3	1	26871	12630	102	30
Oxfam Sverige		279974638809211	Facebook	u	unknown	SE	Sweden	20	1	26278	9686	196	47
