age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
65_	65+	DK	Denmark	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	237	1	1199385	401954	8920	2603
65_	65+	DK	Denmark	Socialdemokratiet		41459763029	Facebook	55	1	693325	229900	9124	2397
65_	65+	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	39	1	502955	175013	2869	838
65_	65+	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	127	1	431118	150421	8664	2682
65_	65+	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	11	1	315962	138805	4490	1289
65_	65+	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	22	1	303229	111250	4635	1614
65_	65+	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	33	1	297109	117008	3848	1125
65_	65+	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	50	1	287998	88649	2213	581
65_	65+	DK	Denmark	SF	SF	74796954245	Facebook	45	1	282955	73588	2676	606
65_	65+	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	66	1	221200	78006	2437	662
65_	65+	DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	33	1	190673	55978	1612	368
65_	65+	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	317	1	190621	43102	2105	476
65_	65+	DK	Denmark	Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	30	1	171043	39213	1751	441
65_	65+	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	132019	47702	816	263
65_	65+	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	76	1	121023	29246	1036	271
65_	65+	DK	Denmark	European Parliament		178362315106	Facebook	52	1	119436	41942	935	151
65_	65+	DK	Denmark	Naser Khader		1995019340791443	Facebook	14	1	118708	38520	1258	327
65_	65+	DK	Denmark	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	80	1	113720	33388	1087	214
65_	65+	DK	Denmark	Niels Fuglsang		264009771074617	Facebook	96	1	111088	24322	704	118
65_	65+	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	120	1	110189	27765	490	74
65_	65+	DK	Denmark	Røde Kors		65929129383	Facebook	26	1	102530	25862	1232	402
65_	65+	DK	Denmark	Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	34	1	96207	22644	585	155
65_	65+	DK	Denmark	Laura Lindahl	Laura Lindahl	504310436316194	Facebook	36	1	89766	23179	1203	323
65_	65+	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	17	1	89085	32877	880	190
65_	65+	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	71	1	85238	18845	1010	202
