region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
carinthia_statistical_region	Carinthia Statistical Region	SI	Slovenia	1445	296	45987	14937	467	11
central_sava_statistical_region	Central Sava Statistical Region	SI	Slovenia	1328	254	7043	2383	55	3
central_slovenia_statistical_region	Central Slovenia Statistical Region	SI	Slovenia	2258	516	1919230	668662	13224	1106
coastal_karst_statistical_region	Coastal–Karst Statistical Region	SI	Slovenia	1726	380	131666	38439	919	24
drava_statistical_region	Drava Statistical Region	SI	Slovenia	1890	427	650118	212664	3653	283
goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	1650	359	84843	25439	1095	21
littoral_inner_carniola_statistical_region	Littoral–Inner Carniola Statistical Region	SI	Slovenia	1321	263	24869	8456	319	3
lower_sava_statistical_region	Lower Sava Statistical Region	SI	Slovenia	1422	289	19566	7282	97	9
mura_statistical_region	Mura Statistical Region	SI	Slovenia	1586	335	55614	17747	529	27
savinja_statistical_region	Savinja Statistical Region	SI	Slovenia	1722	376	270220	88747	1823	130
southeast_slovenia_statistical_region	Southeast Slovenia Statistical Region	SI	Slovenia	1576	335	101904	30681	469	37
upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	1736	385	107063	36728	549	59
