gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	IE	Ireland	4653	1143	28616570	10814144	190223	28185
m	male	IE	Ireland	4277	1108	26343822	9820405	174170	25890
u	unknown	IE	Ireland	3959	1039	449324	164351	3195	459
