advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d080	2019-03-21	111	1	1235879	118893	447	0
Partido Popular Regional De Canarias		AR288284801977286656	Google	d080	2019-03-21	59	1	837083	81666	435	20
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d080	2019-03-21	27	1	739480	73441	147	9
Suomen Keskusta r.p.		AR441112520191639552	Google	d080	2019-03-21	13	1	571295	56800	7236	122
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d080	2019-03-21	2	1	310784	31078	1382	23
Gestion et Action Libérale		AR201311233196949504	Google	d080	2019-03-21	53	1	216672	166	1612	12
Saku Petteri Räty		AR196651502918434816	Google	d080	2019-03-21	19	1	203133	16666	5329	99
SOCIALDEMOKRATIET		AR271193993235136512	Google	d080	2019-03-21	2	1	200000	20000	1000	100
COALICION CANARIA		AR489541609348661248	Google	d080	2019-03-21	4	1	100000	10000	500	50
Fianna Fáil		AR101183107301900288	Google	d080	2019-03-21	15	1	64751	5666	83	4
Aalborg Venstrevælger forening		AR118173585608015872	Google	d080	2019-03-21	19	1	61818	6000	39	2
Alternativet		AR198061076825243648	Google	d080	2019-03-21	1	1	50000	5000	25	0
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d080	2019-03-21	23	1	46121	345	1744	72
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d080	2019-03-21	1	1	43478	4347	1304	21
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d080	2019-03-21	27	1	42939	0	222	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	d080	2019-03-21	10	1	39502	0	197	0
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	d080	2019-03-21	32	1	36632	1250	494	40
Hämeen Uusi Suunta ry		AR330633591832707072	Google	d080	2019-03-21	3	1	30000	2000	150	10
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d080	2019-03-21	5	1	25000	0	350	25
KW Wiosna Roberta Biedronia		AR344197991906672640	Google	d080	2019-03-21	4	1	18333	0	91	0
Yhteinen hyvä ry		AR296997332115783680	Google	d080	2019-03-21	18	1	11004	400	91	6
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	d080	2019-03-21	9	1	10952	800	148	14
Uusmaalaisten puolesta ry		AR139371345157816320	Google	d080	2019-03-21	1	1	10000	0	50	0
SF - Socialistisk Folkeparti		AR76998249537339392	Google	d080	2019-03-21	1	1	10000	0	50	0
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	d080	2019-03-21	2	1	8000	800	2400	40
