advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d103	2019-04-13	12	1	28326666	2831666	78375	1408
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	d103	2019-04-13	92	1	10351600	1032107	53781	1012
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d103	2019-04-13	27	1	5420375	542037	8749	158
Partido Animalista PACMA		AR145115193901318144	Google	d103	2019-04-13	10	1	2660000	260000	12410	210
Future Innovation SRL		AR474748779908562944	Google	d103	2019-04-13	4	1	2266994	226699	7530	125
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d103	2019-04-13	125	1	1902942	189028	327	0
HEADS, s.r.o.		AR356967719951663104	Google	d103	2019-04-13	16	1	1878529	187800	4066	80
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	d103	2019-04-13	108	1	1530000	151999	13810	363
AMERISOFT SRL		AR573801583431647232	Google	d103	2019-04-13	36	1	1367197	134602	283	0
COALICION CANARIA		AR489541609348661248	Google	d103	2019-04-13	225	1	1059538	74761	1864	19
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d103	2019-04-13	80	1	945315	90886	1770	57
Arnora Oy		AR181544213152792576	Google	d103	2019-04-13	1	1	909090	90909	45	4
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d103	2019-04-13	52	1	799925	76407	305	9
Suomen Keskusta r.p.		AR441112520191639552	Google	d103	2019-04-13	25	1	787449	78300	12483	229
SOCIALDEMOKRATIET		AR271193993235136512	Google	d103	2019-04-13	10	1	707326	70732	23296	388
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	d103	2019-04-13	49	1	594999	56535	20376	392
HLAS		AR312619193323225088	Google	d103	2019-04-13	235	1	538443	33301	2259	49
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d103	2019-04-13	24	1	420000	37500	637	37
Saku Petteri Räty		AR196651502918434816	Google	d103	2019-04-13	14	1	338633	33333	10098	174
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d103	2019-04-13	3	1	313415	31341	1395	24
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	d103	2019-04-13	17	1	265154	25555	339	26
Rumilus Design Oy		AR391102333313875968	Google	d103	2019-04-13	31	1	238134	22532	101	0
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	d103	2019-04-13	16	1	224705	21764	8044	155
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d103	2019-04-13	65	1	191034	18129	2653	51
Jukka Kopra		AR232680299937398784	Google	d103	2019-04-13	12	1	189265	18553	7904	138
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d103	2019-04-13	4	1	171071	16964	91	7
Fondation Populaire		AR320938922932699136	Google	d103	2019-04-13	11	1	171024	17065	3113	62
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	d103	2019-04-13	11	1	137084	13494	2732	73
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	d103	2019-04-13	12	1	114585	10637	7281	154
Hämeen Uusi Suunta ry		AR330633591832707072	Google	d103	2019-04-13	4	1	90000	9000	12250	225
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d103	2019-04-13	5	1	79235	7923	2826	50
GREEN DAY, s.r.o		AR423241058193768448	Google	d103	2019-04-13	37	1	77774	6756	141	8
Savo-Karjalan vihreät ry		AR343251587273064448	Google	d103	2019-04-13	24	1	72352	6470	70	0
Fianna Fáil		AR101183107301900288	Google	d103	2019-04-13	16	1	70678	7012	85	7
SPD Berlin		AR257142234632159232	Google	d103	2019-04-13	9	1	68562	6136	770	19
Aalborg Venstrevælger forening		AR118173585608015872	Google	d103	2019-04-13	19	1	61818	6000	39	2
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d103	2019-04-13	155	1	54718	703	3289	72
Työlinjalla ry		AR88565111861542912	Google	d103	2019-04-13	14	1	46666	0	233	0
Vapaus ry		AR124593908880506880	Google	d103	2019-04-13	19	1	33291	2000	76	0
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	d103	2019-04-13	30	1	32196	1250	235	14
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d103	2019-04-13	22	1	30919	740	2423	46
Bündnis90/ Die Grünen		AR207068276079984640	Google	d103	2019-04-13	20	1	26469	1428	1218	26
Tampereen Vihreät ry		AR4096230569279488	Google	d103	2019-04-13	12	1	20333	0	101	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	d103	2019-04-13	16	1	19231	1670	48	3
Yhteinen hyvä ry		AR296997332115783680	Google	d103	2019-04-13	24	1	16775	400	146	8
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	d103	2019-04-13	14	1	16740	800	250	22
Janika Takatalo		AR113027046556303360	Google	d103	2019-04-13	12	1	14899	0	74	0
Občanská demokratická strana		AR37429025076936704	Google	d103	2019-04-13	1	1	14285	1428	71	7
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	d103	2019-04-13	4	1	10000	0	50	0
Gestion et Action Libérale		AR201311233196949504	Google	d103	2019-04-13	31	1	6672	166	562	12
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d103	2019-04-13	18	1	6121	345	1094	22
Maria Spyraki		AR80818777565954048	Google	d103	2019-04-13	4	1	4997	454	4	0
Párbeszéd Magyarországért		AR567356246269624320	Google	d103	2019-04-13	2	1	4166	0	20	0
Uusmaalaisten puolesta ry		AR139371345157816320	Google	d103	2019-04-13	1	1	3333	0	166	16
Michael Aastrup Jensen		AR92226485582036992	Google	d103	2019-04-13	1	1	2941	294	14	1
Freiheitliche Partei Österreich		AR333020356698701824	Google	d103	2019-04-13	7	1	1954	0	9	0
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	d103	2019-04-13	5	1	912	0	21	1
ODS		AR230482101315567616	Google	d103	2019-04-13	3	1	671	0	3	0
SPD		AR456734381399080960	Google	d103	2019-04-13	2	1	577	0	2	0
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	d103	2019-04-13	2	1	526	0	2	0
GroenLinks		AR148211418645135360	Google	d103	2019-04-13	1	1	178	0	0	0
