advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d131	2019-05-11	42	1	27185091	2715901	75452	1384
CDU Christlich Demokratische Union		AR68737343799951360	Google	d131	2019-05-11	4827	1	18333190	361250	114615	4356
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d131	2019-05-11	16	1	18256662	1825666	31606	526
Future Innovation SRL		AR474748779908562944	Google	d131	2019-05-11	29	1	15387184	1538718	39880	711
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d131	2019-05-11	76	1	15210285	1521028	31173	593
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d131	2019-05-11	88	1	12674442	1264280	48438	2181
AMERISOFT SRL		AR573801583431647232	Google	d131	2019-05-11	77	1	9260541	925541	5817	150
Det Konservative Folkeparti		AR40969452518375424	Google	d131	2019-05-11	268	1	6535726	632136	29131	614
SOCIALDEMOKRATIET		AR271193993235136512	Google	d131	2019-05-11	69	1	6416108	640533	121910	2288
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	d131	2019-05-11	31	1	6237499	623500	5609	137
Sloboda a Solidarita		AR242125929453715456	Google	d131	2019-05-11	172	1	5693481	553257	12837	408
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d131	2019-05-11	159	1	3605687	352371	47192	1089
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	d131	2019-05-11	28	1	3352896	334705	2193	66
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	d131	2019-05-11	86	1	2933749	284166	2033	131
Open Vld		AR369049153717665792	Google	d131	2019-05-11	73	1	2813611	280694	13545	500
Freiheitliche Partei Österreich		AR333020356698701824	Google	d131	2019-05-11	31	1	2807927	280128	17193	305
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d131	2019-05-11	48	1	2788251	278225	19194	351
Slovenska demokratska stranka		AR170068335415787520	Google	d131	2019-05-11	43	1	2785144	277681	3840	123
Partido Popular Regional De Canarias		AR288284801977286656	Google	d131	2019-05-11	128	1	2756249	267500	1518	91
NEA DEMOKRATIA		AR351183464155840512	Google	d131	2019-05-11	3	1	2752500	275000	7637	137
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	d131	2019-05-11	1803	1	2393904	136484	6728	135
Párbeszéd Magyarországért		AR567356246269624320	Google	d131	2019-05-11	12	1	2325418	232163	6775	119
mmb media agentur d.o.o.		AR524572049809604608	Google	d131	2019-05-11	430	1	2115690	174000	2748	55
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	d131	2019-05-11	1	1	2000000	200000	6000	100
Slovenská ľudová strana Andreja Hlinku		AR443277183708823552	Google	d131	2019-05-11	30	1	1827845	179833	1192	97
COALICION CANARIA		AR489541609348661248	Google	d131	2019-05-11	917	1	1806549	70919	5841	5
Mediabrands Digital OÜ		AR530356305605427200	Google	d131	2019-05-11	339	1	1782042	155858	1814	11
SPOLU - občianska demokracia		AR194838133366325248	Google	d131	2019-05-11	46	1	1616194	157500	31033	585
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	d131	2019-05-11	6	1	1560202	155909	14024	257
Pametno		AR222880077921124352	Google	d131	2019-05-11	42	1	1422500	141666	475	33
Partido Animalista PACMA		AR145115193901318144	Google	d131	2019-05-11	5	1	1422222	142222	9766	171
HEADS, s.r.o.		AR356967719951663104	Google	d131	2019-05-11	16	1	1280900	127936	1031	39
CDA Doetinchem		AR453512812329697280	Google	d131	2019-05-11	36	1	1271469	126272	197	8
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	d131	2019-05-11	13	1	1254359	125435	6874	134
UAB "BPN LT"		AR135010682042056704	Google	d131	2019-05-11	2	1	1100000	110000	3050	55
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	d131	2019-05-11	7	1	1055555	104444	3077	50
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d131	2019-05-11	23	1	1026064	102283	677	66
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	d131	2019-05-11	28	1	959230	95769	105	5
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	d131	2019-05-11	30	1	902756	89113	4095	123
Strana nezávislosti České republiky		AR465054111008555008	Google	d131	2019-05-11	15	1	827171	82626	2464	48
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	d131	2019-05-11	62	1	814474	78106	8715	187
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	d131	2019-05-11	355	1	808382	60292	9517	167
Nye Borgerlige		AR447862147196649472	Google	d131	2019-05-11	1	1	769230	76923	2307	38
SPD		AR456734381399080960	Google	d131	2019-05-11	28	1	728272	72618	38753	2275
Cink, s.r.o.		AR361287976015101952	Google	d131	2019-05-11	38	1	727788	72096	2066	52
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d131	2019-05-11	59	1	675875	65109	320	10
Fondation Populaire		AR320938922932699136	Google	d131	2019-05-11	12	1	671362	66825	10037	194
Alternativet		AR198061076825243648	Google	d131	2019-05-11	4	1	642857	64285	15598	265
HLAS		AR312619193323225088	Google	d131	2019-05-11	330	1	597062	28655	2635	44
DOPRAVA		AR56197688563073024	Google	d131	2019-05-11	9	1	590025	58859	15411	265
Bündnis90/ Die Grünen		AR207068276079984640	Google	d131	2019-05-11	112	1	585911	41359	28604	644
Start Business Hellas Single Member P.C.		AR513164341793521664	Google	d131	2019-05-11	2	1	585139	58513	3343	55
SF - Socialistisk Folkeparti		AR76998249537339392	Google	d131	2019-05-11	113	1	581833	48333	17350	337
Liberal Alliance		AR183859784640888832	Google	d131	2019-05-11	63	1	575246	49873	9259	213
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	d131	2019-05-11	13	1	552882	54784	10051	198
Venstres Landsorganisation		AR283015942256984064	Google	d131	2019-05-11	25	1	520819	51334	15158	291
Občanská demokratická strana		AR37429025076936704	Google	d131	2019-05-11	10	1	502638	50138	8846	175
Popolari per l'Italia		AR406403961759727616	Google	d131	2019-05-11	1	1	476190	47619	1428	23
Svobodní		AR190231179645943808	Google	d131	2019-05-11	108	1	403912	36355	394	9
Projekt Európa		AR303746959120793600	Google	d131	2019-05-11	54	1	363692	32727	431	18
Socialdemokraterne Aarhus 1. Kreds		AR152882144039927808	Google	d131	2019-05-11	94	1	354993	29358	5687	117
Flamesite s.r.o.		AR522320249995919360	Google	d131	2019-05-11	177	1	246784	12900	765	14
Maria Spyraki		AR80818777565954048	Google	d131	2019-05-11	10	1	217822	21565	143	12
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	d131	2019-05-11	1	1	200000	20000	10	0
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d131	2019-05-11	71	1	194364	18129	2670	51
Barcelona en Comú		AR342176264901099520	Google	d131	2019-05-11	8	1	193547	18571	260	21
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d131	2019-05-11	72	1	190839	14895	283	0
SVERIGES SOCIALDEMOKRATISKA ARBETAREPARTI		AR262288773683871744	Google	d131	2019-05-11	95	1	179092	10000	15122	345
Socialdemokratiet		AR237678679797268480	Google	d131	2019-05-11	25	1	166638	16202	3273	87
EUpositive.sk		AR348804120993333248	Google	d131	2019-05-11	16	1	138991	13333	94	5
MPhilms		AR260140327963197440	Google	d131	2019-05-11	6	1	129090	12818	154	14
Sozialdemokratische Partei Deutschlands SPD		AR224933965641809920	Google	d131	2019-05-11	4	1	122222	12222	1750	36
Eesti Reformierakond		AR547139251091800064	Google	d131	2019-05-11	2	1	116666	11666	133	13
Fianna Fáil		AR101183107301900288	Google	d131	2019-05-11	24	1	107029	10446	147	11
Liberal Alliance Djursland		AR73057599863390208	Google	d131	2019-05-11	97	1	104412	2094	487	6
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	d131	2019-05-11	152	1	97520	0	775	32
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d131	2019-05-11	198	1	92875	703	3502	74
Osaühing Initiative		AR338568492372459520	Google	d131	2019-05-11	1	1	90909	9090	45	4
Open VLD		AR350212320510607360	Google	d131	2019-05-11	25	1	90833	0	454	0
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	d131	2019-05-11	7	1	87959	8636	64	5
Aalborg Venstrevælger forening		AR118173585608015872	Google	d131	2019-05-11	33	1	86515	8083	68	2
