advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Future Innovation SRL		AR474748779908562944	Google	d119	2019-04-29	30	1	11581981	1157930	17685	332
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d119	2019-04-29	75	1	9029101	901086	31136	1873
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d119	2019-04-29	42	1	7262736	726273	16064	289
AMERISOFT SRL		AR573801583431647232	Google	d119	2019-04-29	42	1	6599524	658584	616	37
Freiheitliche Partei Österreich		AR333020356698701824	Google	d119	2019-04-29	41	1	4778690	477283	32129	4715
Popolari per l'Italia		AR406403961759727616	Google	d119	2019-04-29	5	1	3553113	355311	6120	108
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d119	2019-04-29	291	1	2544847	234794	3232	110
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	d119	2019-04-29	49	1	1836277	177777	1056	43
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d119	2019-04-29	5	1	1322093	132209	6540	109
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d119	2019-04-29	39	1	1269867	126411	6895	131
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	d119	2019-04-29	177	1	1197654	108750	1338	54
Liberal Alliance		AR183859784640888832	Google	d119	2019-04-29	96	1	1193178	110863	25075	632
CDA Doetinchem		AR453512812329697280	Google	d119	2019-04-29	35	1	1103973	109622	174	8
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	d119	2019-04-29	28	1	959230	95769	105	5
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d119	2019-04-29	49	1	835809	78714	366	10
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	d119	2019-04-29	7	1	781250	78125	1953	39
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d119	2019-04-29	42	1	775509	76407	183	9
HLAS		AR312619193323225088	Google	d119	2019-04-29	379	1	536363	24970	2442	32
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d119	2019-04-29	32	1	458443	44860	6481	129
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	d119	2019-04-29	24	1	426952	41964	274	21
Svobodní		AR190231179645943808	Google	d119	2019-04-29	101	1	396123	36355	355	9
UAB "BPN LT"		AR135010682042056704	Google	d119	2019-04-29	32	1	382239	38223	191	11
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d119	2019-04-29	20	1	360888	36008	202	18
mmb media agentur d.o.o.		AR524572049809604608	Google	d119	2019-04-29	34	1	350000	20000	850	0
Cink, s.r.o.		AR361287976015101952	Google	d119	2019-04-29	26	1	346662	34333	159	12
Alternativet		AR198061076825243648	Google	d119	2019-04-29	3	1	330000	32500	187	16
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	d119	2019-04-29	171	1	309036	21580	3381	53
Flamesite s.r.o.		AR522320249995919360	Google	d119	2019-04-29	149	1	232766	13900	650	14
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d119	2019-04-29	74	1	194175	18129	2669	51
Socialdemokratiet		AR237678679797268480	Google	d119	2019-04-29	22	1	168928	16504	3284	89
DOPRAVA		AR56197688563073024	Google	d119	2019-04-29	6	1	158132	15288	4758	92
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d119	2019-04-29	4	1	135171	13517	592	17
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	d119	2019-04-29	51	1	122305	0	718	11
Bündnis90/ Die Grünen		AR207068276079984640	Google	d119	2019-04-29	27	1	100526	9328	10179	200
Párbeszéd Magyarországért		AR567356246269624320	Google	d119	2019-04-29	7	1	99029	9774	95	8
Aalborg Venstrevælger forening		AR118173585608015872	Google	d119	2019-04-29	33	1	86515	8083	68	2
GREEN DAY, s.r.o		AR423241058193768448	Google	d119	2019-04-29	43	1	84349	7497	158	10
Fianna Fáil		AR101183107301900288	Google	d119	2019-04-29	19	1	79502	7847	113	10
Fondation Populaire		AR320938922932699136	Google	d119	2019-04-29	5	1	79499	7949	768	17
Gestion et Action Libérale		AR201311233196949504	Google	d119	2019-04-29	182	1	76488	791	2940	64
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d119	2019-04-29	185	1	68058	703	3356	72
Open Vld		AR369049153717665792	Google	d119	2019-04-29	1	1	62500	6250	31	3
SPD Berlin		AR257142234632159232	Google	d119	2019-04-29	7	1	61895	6136	737	19
Slovenska demokratska stranka		AR170068335415787520	Google	d119	2019-04-29	1	1	43478	4347	21	2
Partito Democratico		AR254356072167374848	Google	d119	2019-04-29	26	1	41096	3447	10531	189
Bündnis 90/Die Grünen Landesverband RLP		AR50338116220747776	Google	d119	2019-04-29	6	1	32520	0	162	0
Barcelona en Comú		AR342176264901099520	Google	d119	2019-04-29	8	1	19500	0	97	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	d119	2019-04-29	14	1	18606	1670	45	3
Alternative für Deutschland		AR380456861733748736	Google	d119	2019-04-29	1	1	7692	769	38	3
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	d119	2019-04-29	4	1	7543	682	1130	20
Unitas		AR53945888749387776	Google	d119	2019-04-29	12	1	6933	0	34	0
