advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	d102	2019-04-12	93	1	10352434	1032107	53785	1012
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d102	2019-04-12	27	1	5420375	542037	8749	158
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d102	2019-04-12	2	1	5050000	505000	15025	250
Future Innovation SRL		AR474748779908562944	Google	d102	2019-04-12	2	1	1969696	196969	5909	98
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d102	2019-04-12	125	1	1902942	189028	327	0
HEADS, s.r.o.		AR356967719951663104	Google	d102	2019-04-12	16	1	1878529	187800	4066	80
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	d102	2019-04-12	108	1	1530000	151999	13810	363
AMERISOFT SRL		AR573801583431647232	Google	d102	2019-04-12	36	1	1367197	134602	283	0
COALICION CANARIA		AR489541609348661248	Google	d102	2019-04-12	227	1	969149	53333	2376	8
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d102	2019-04-12	81	1	956315	91041	1775	50
Arnora Oy		AR181544213152792576	Google	d102	2019-04-12	1	1	909090	90909	45	4
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d102	2019-04-12	54	1	804092	76407	326	9
Suomen Keskusta r.p.		AR441112520191639552	Google	d102	2019-04-12	25	1	787449	78300	12483	229
SOCIALDEMOKRATIET		AR271193993235136512	Google	d102	2019-04-12	10	1	707326	70732	23296	388
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	d102	2019-04-12	49	1	594999	56535	20376	392
HLAS		AR312619193323225088	Google	d102	2019-04-12	224	1	535192	33301	2242	49
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d102	2019-04-12	24	1	420000	37500	637	37
Saku Petteri Räty		AR196651502918434816	Google	d102	2019-04-12	14	1	338633	33333	10098	174
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d102	2019-04-12	3	1	313415	31341	1395	24
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	d102	2019-04-12	17	1	265154	25555	339	26
Rumilus Design Oy		AR391102333313875968	Google	d102	2019-04-12	31	1	238134	22532	101	0
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	d102	2019-04-12	16	1	224705	21764	8044	155
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d102	2019-04-12	65	1	191034	18129	2653	51
Jukka Kopra		AR232680299937398784	Google	d102	2019-04-12	12	1	189265	18553	7904	138
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d102	2019-04-12	4	1	171071	16964	91	7
