advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d105	2019-04-15	27	1	5420375	542037	8749	158
AMERISOFT SRL		AR573801583431647232	Google	d105	2019-04-15	84	1	5195610	516417	624	16
Partido Animalista PACMA		AR145115193901318144	Google	d105	2019-04-15	4	1	2600000	260000	12110	210
Future Innovation SRL		AR474748779908562944	Google	d105	2019-04-15	4	1	2266994	226699	7530	125
HEADS, s.r.o.		AR356967719951663104	Google	d105	2019-04-15	16	1	1878529	187800	4066	80
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	d105	2019-04-15	108	1	1530000	151999	13810	363
COALICION CANARIA		AR489541609348661248	Google	d105	2019-04-15	307	1	1478951	100103	5159	65
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d105	2019-04-15	95	1	1206982	112552	2104	57
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d105	2019-04-15	49	1	782425	76407	218	9
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d105	2019-04-15	1	1	666666	66666	2000	33
HLAS		AR312619193323225088	Google	d105	2019-04-15	214	1	442125	27301	2085	53
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d105	2019-04-15	3	1	313415	31341	1395	24
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d105	2019-04-15	10	1	200595	18869	153	7
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d105	2019-04-15	69	1	192220	18129	2659	51
Fondation Populaire		AR320938922932699136	Google	d105	2019-04-15	12	1	181024	18065	3163	67
Suomen Keskusta r.p.		AR441112520191639552	Google	d105	2019-04-15	1	1	166666	16666	83	8
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	d105	2019-04-15	15	1	89623	7222	211	9
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d105	2019-04-15	5	1	79235	7923	2826	50
GREEN DAY, s.r.o		AR423241058193768448	Google	d105	2019-04-15	39	1	78382	6756	144	8
Fianna Fáil		AR101183107301900288	Google	d105	2019-04-15	16	1	70678	7012	85	7
Unitas		AR53945888749387776	Google	d105	2019-04-15	10	1	65000	0	325	0
SPD Berlin		AR257142234632159232	Google	d105	2019-04-15	7	1	61895	6136	737	19
Aalborg Venstrevælger forening		AR118173585608015872	Google	d105	2019-04-15	19	1	61818	6000	39	2
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d105	2019-04-15	162	1	47057	703	3251	72
Bündnis90/ Die Grünen		AR207068276079984640	Google	d105	2019-04-15	27	1	33026	1828	2466	50
