advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Future Innovation SRL		AR474748779908562944	Google	d123	2019-05-03	28	1	26756867	2675686	60450	1026
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d123	2019-05-03	72	1	14643618	1464361	22088	447
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d123	2019-05-03	75	1	9026356	901086	31122	1873
Občanska demokraticka strana		AR386241117529571328	Google	d123	2019-05-03	14	1	4437440	443333	9830	264
AMERISOFT SRL		AR573801583431647232	Google	d123	2019-05-03	60	1	3861524	385584	403	30
Popolari per l'Italia		AR406403961759727616	Google	d123	2019-05-03	5	1	3553113	355311	6120	108
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	d123	2019-05-03	48	1	3451058	334705	2684	61
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d123	2019-05-03	12	1	3151213	315121	47491	833
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d123	2019-05-03	50	1	3058200	304745	9662	272
Freiheitliche Partei Österreich		AR333020356698701824	Google	d123	2019-05-03	37	1	2859642	285378	19034	334
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d123	2019-05-03	325	1	2618910	232126	4114	138
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	d123	2019-05-03	1438	1	2177202	132750	5156	54
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d123	2019-05-03	53	1	1759031	174860	31587	580
Alternativet		AR198061076825243648	Google	d123	2019-05-03	4	1	1710714	171071	8705	156
mmb media agentur d.o.o.		AR524572049809604608	Google	d123	2019-05-03	623	1	1389904	59047	4092	0
Liberal Alliance		AR183859784640888832	Google	d123	2019-05-03	70	1	1149278	111451	26643	667
CDA Doetinchem		AR453512812329697280	Google	d123	2019-05-03	34	1	1102862	109622	169	8
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	d123	2019-05-03	28	1	959230	95769	105	5
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	d123	2019-05-03	8	1	840073	84007	3717	68
SPD		AR456734381399080960	Google	d123	2019-05-03	28	1	741356	71993	38788	2269
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d123	2019-05-03	57	1	673716	65109	310	10
Párbeszéd Magyarországért		AR567356246269624320	Google	d123	2019-05-03	8	1	654585	65329	1761	36
Start Business Hellas Single Member P.C.		AR513164341793521664	Google	d123	2019-05-03	2	1	585139	58513	3343	55
Open Vld		AR369049153717665792	Google	d123	2019-05-03	33	1	565992	55456	734	58
HLAS		AR312619193323225088	Google	d123	2019-05-03	356	1	471711	25525	2119	35
