advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Popular Regional De Canarias		AR288284801977286656	Google	d086	2019-03-27	131	1	2573472	250238	1467	77
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d086	2019-03-27	106	1	1170879	116393	235	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d086	2019-03-27	40	1	754464	74393	179	9
Suomen Keskusta r.p.		AR441112520191639552	Google	d086	2019-03-27	25	1	749852	74300	12330	213
COALICION CANARIA		AR489541609348661248	Google	d086	2019-03-27	3	1	350000	34999	175	16
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	d086	2019-03-27	1	1	333333	33333	166	16
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d086	2019-03-27	2	1	310784	31078	1382	23
Alternativet		AR198061076825243648	Google	d086	2019-03-27	1	1	142857	14285	71	7
SOCIALDEMOKRATIET		AR271193993235136512	Google	d086	2019-03-27	4	1	133333	13333	666	66
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	d086	2019-03-27	35	1	106637	9239	10018	201
Fondation Populaire		AR320938922932699136	Google	d086	2019-03-27	2	1	75498	7549	2264	37
Fianna Fáil		AR101183107301900288	Google	d086	2019-03-27	20	1	72851	6291	105	5
Aalborg Venstrevælger forening		AR118173585608015872	Google	d086	2019-03-27	19	1	61818	6000	39	2
Let's do it media SRL		AR494327508586463232	Google	d086	2019-03-27	2	1	55000	5000	50	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d086	2019-03-27	1	1	43478	4347	1304	21
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d086	2019-03-27	5	1	41666	4166	2666	58
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	d086	2019-03-27	28	1	25632	1250	349	30
Saku Petteri Räty		AR196651502918434816	Google	d086	2019-03-27	15	1	15888	0	151	8
Jukka Kopra		AR232680299937398784	Google	d086	2019-03-27	6	1	15499	1410	2976	53
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	d086	2019-03-27	14	1	13318	800	179	16
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	d086	2019-03-27	3	1	13263	1326	2426	42
Yhteinen hyvä ry		AR296997332115783680	Google	d086	2019-03-27	20	1	12329	400	97	6
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d086	2019-03-27	28	1	11931	0	67	0
SPD Berlin		AR257142234632159232	Google	d086	2019-03-27	2	1	7173	217	677	10
Gestion et Action Libérale		AR201311233196949504	Google	d086	2019-03-27	31	1	6672	166	562	12
